Id,x_m,y_m,Lat,Lon
1647,3378546.546,-3450102.881,-29.58333333,30.35
1648,3380401.871,-3445836.698,-29.55,30.36666667
1649,3382257.195,-3452236.501,-29.6,30.38333333
1650,3385967.845,-3467181.729,-29.71666667,30.41666667
1651,3382257.195,-3469318.178,-29.73333333,30.38333333
1652,3382257.195,-3473592.142,-29.76666667,30.38333333
1653,3384112.52,-3460774.509,-29.66666667,30.4
1654,3384112.52,-3471454.982,-29.75,30.4
1655,3385967.845,-3497124.427,-29.95,30.41666667
1656,3385967.845,-3460774.509,-29.66666667,30.41666667
1657,3387823.169,-3452236.501,-29.6,30.43333333
1658,3389678.495,-3447969.614,-29.56666667,30.45
1659,3389678.495,-3452236.501,-29.6,30.45
1660,3391533.82,-3443704.134,-29.53333333,30.46666667
1661,3391533.82,-3477867.527,-29.8,30.46666667
1662,3391533.82,-3480005.754,-29.81666667,30.46666667
1663,3393389.144,-3471454.982,-29.75,30.48333333
1664,3393389.144,-3480005.754,-29.81666667,30.48333333
1665,3395244.469,-3477867.527,-29.8,30.5
1666,3395244.469,-3482144.337,-29.83333333,30.5
1667,3395244.469,-3494983.34,-29.93333333,30.5
1668,3397099.794,-3469318.178,-29.73333333,30.51666667
1669,3397099.794,-3486422.575,-29.86666667,30.51666667
1670,3397099.794,-3499265.874,-29.96666667,30.51666667
1671,3397099.794,-3441571.922,-29.51666667,30.51666667
1672,3398955.119,-3445836.698,-29.55,30.53333333
1673,3398955.119,-3488562.229,-29.88333333,30.53333333
1674,3400810.444,-3467181.729,-29.71666667,30.55
1675,3400810.444,-3475729.656,-29.78333333,30.55
1676,3400810.444,-3477867.527,-29.8,30.55
1677,3402665.769,-3488562.229,-29.88333333,30.56666667
1678,3408231.743,-3450102.881,-29.58333333,30.61666667
1679,3408231.743,-3456504.798,-29.63333333,30.61666667
1680,3410087.068,-3499265.874,-29.96666667,30.63333333
1681,3410087.068,-3503549.844,-30,30.63333333
1682,3411942.393,-3501407.678,-29.98333333,30.65
1683,3413797.718,-3469318.178,-29.73333333,30.66666667
1684,3436061.616,-3465045.635,-29.7,30.86666667
1685,3419363.693,-3484283.277,-29.85,30.71666667
1686,3419363.693,-3501407.678,-29.98333333,30.71666667
1687,3421219.017,-3469318.178,-29.73333333,30.73333333
1688,3424929.667,-3475729.656,-29.78333333,30.76666667
1689,3432350.966,-3473592.142,-29.76666667,30.83333333
1690,3432350.966,-3475729.656,-29.78333333,30.83333333
1691,3432350.966,-3477867.527,-29.8,30.83333333
1692,3434206.291,-3477867.527,-29.8,30.85
1693,3436061.616,-3480005.754,-29.81666667,30.86666667
1694,3437916.94,-3482144.337,-29.83333333,30.88333333
1695,3437916.94,-3486422.575,-29.86666667,30.88333333
1696,3439772.266,-3494983.34,-29.93333333,30.9
1697,3443482.915,-3477867.527,-29.8,30.93333333
1698,3441627.591,-3488562.229,-29.88333333,30.91666667
1699,3441627.591,-3445836.698,-29.55,30.91666667
1700,3443482.915,-3454370.474,-29.61666667,30.93333333
1701,3443482.915,-3492842.612,-29.91666667,30.93333333
1702,3445338.24,-3499265.874,-29.96666667,30.95
1703,3449048.889,-3467181.729,-29.71666667,30.98333333
1704,3449048.889,-3484283.277,-29.85,30.98333333
1705,3449048.889,-3488562.229,-29.88333333,30.98333333
1706,3450904.215,-3465045.635,-29.7,31
1707,3450904.215,-3467181.729,-29.71666667,31
1708,3450904.215,-3473592.142,-29.76666667,31
1709,3450904.215,-3480005.754,-29.81666667,31
1710,3450904.215,-3484283.277,-29.85,31
1711,3450904.215,-3490702.241,-29.9,31
1712,3452759.54,-3460774.509,-29.66666667,31.01666667
1713,3452759.54,-3467181.729,-29.71666667,31.01666667
1714,3452759.54,-3490702.241,-29.9,31.01666667
1715,3452759.54,-3475729.656,-29.78333333,31.01666667
1716,3452759.54,-3480005.754,-29.81666667,31.01666667
1717,3452759.54,-3482144.337,-29.83333333,31.01666667
1718,3452759.54,-3486422.575,-29.86666667,31.01666667
1719,3454614.864,-3460774.509,-29.66666667,31.03333333
1720,3454614.864,-3465045.635,-29.7,31.03333333
1721,3454614.864,-3467181.729,-29.71666667,31.03333333
1722,3454614.864,-3484283.277,-29.85,31.03333333
1723,3456470.189,-3454370.474,-29.61666667,31.05
1724,3456470.189,-3456504.798,-29.63333333,31.05
1725,3456470.189,-3465045.635,-29.7,31.05
1726,3456470.189,-3467181.729,-29.71666667,31.05
1727,3456470.189,-3486422.575,-29.86666667,31.05
1728,3456470.189,-3488562.229,-29.88333333,31.05
1729,3458325.514,-3447969.614,-29.56666667,31.06666667
1730,3458325.514,-3456504.798,-29.63333333,31.06666667
1731,3458325.514,-3460774.509,-29.66666667,31.06666667
1732,3458325.514,-3467181.729,-29.71666667,31.06666667
1733,3458325.514,-3471454.982,-29.75,31.06666667
1734,3460180.838,-3452236.501,-29.6,31.08333333
1735,3460180.838,-3454370.474,-29.61666667,31.08333333
1736,3460180.838,-3458639.477,-29.65,31.08333333
1737,3460180.838,-3462909.894,-29.68333333,31.08333333
1738,3462036.164,-3454370.474,-29.61666667,31.1
1739,3462036.164,-3467181.729,-29.71666667,31.1
1740,3465746.813,-3441571.922,-29.51666667,31.13333333
1741,3465746.813,-3445836.698,-29.55,31.13333333
1742,3465746.813,-3447969.614,-29.56666667,31.13333333
1743,3469457.463,-3450102.881,-29.58333333,31.16666667
1744,3471312.788,-3443704.134,-29.53333333,31.18333333
1745,2931413.257,-3435177.391,-29.46666667,26.33333333
1746,2940689.882,-3439440.061,-29.5,26.41666667
1747,2948111.181,-3418140.695,-29.33333333,26.48333333
1748,2959243.13,-3420269.061,-29.35,26.58333333
1749,2961098.455,-3409630.706,-29.26666667,26.6
1750,2962953.78,-3435177.391,-29.46666667,26.61666667
1751,2964809.104,-3401126.264,-29.2,26.63333333
1752,2968519.755,-3377767.5,-29.01666667,26.66666667
1753,2970375.079,-3407504.076,-29.25,26.68333333
1754,2972230.404,-3396876.118,-29.16666667,26.7
1755,2970375.079,-3426656.25,-29.4,26.68333333
1756,2970375.079,-3437308.55,-29.48333333,26.68333333
1757,2979651.704,-3382011.455,-29.05,26.76666667
1758,2977796.379,-3390503.484,-29.11666667,26.75
1759,2979651.704,-3433046.581,-29.45,26.76666667
1760,2979651.704,-3439440.061,-29.5,26.76666667
1761,2985217.678,-3411757.682,-29.28333333,26.81666667
1762,2987073.003,-3390503.484,-29.11666667,26.83333333
1763,2987073.003,-3413885.006,-29.3,26.83333333
1764,2988928.328,-3403251.856,-29.21666667,26.85
1765,2990783.653,-3411757.682,-29.28333333,26.86666667
1766,2992638.977,-3437308.55,-29.48333333,26.88333333
1767,2994494.302,-3384133.948,-29.06666667,26.9
1768,2994494.302,-3416012.677,-29.31666667,26.9
1769,2994494.302,-3435177.391,-29.46666667,26.9
1770,2996349.628,-3405377.792,-29.23333333,26.91666667
1771,2996349.628,-3422397.776,-29.36666667,26.91666667
1772,3000060.277,-3379889.305,-29.03333333,26.95
1773,3000060.277,-3390503.484,-29.11666667,26.95
1774,3000060.277,-3409630.706,-29.26666667,26.95
1775,3000060.277,-3424526.838,-29.38333333,26.95
1776,3000060.277,-3430916.121,-29.43333333,26.95
1777,3001915.602,-3379889.305,-29.03333333,26.96666667
1778,3001915.602,-3413885.006,-29.3,26.96666667
1779,3003770.926,-3407504.076,-29.25,26.98333333
1780,3005626.251,-3386256.782,-29.08333333,27
1781,3007481.577,-3411757.682,-29.28333333,27.01666667
1782,3007481.577,-3405377.792,-29.23333333,27.01666667
1783,3009336.901,-3430916.121,-29.43333333,27.03333333
1784,3009336.901,-3384133.948,-29.06666667,27.03333333
1785,3009336.901,-3399001.018,-29.18333333,27.03333333
1786,3009336.901,-3401126.264,-29.2,27.03333333
1787,3009336.901,-3411757.682,-29.28333333,27.03333333
1788,3009336.901,-3433046.581,-29.45,27.03333333
1789,3011192.226,-3411757.682,-29.28333333,27.05
1790,3013047.551,-3401126.264,-29.2,27.06666667
1791,3014902.875,-3418140.695,-29.33333333,27.08333333
1792,3014902.875,-3420269.061,-29.35,27.08333333
1793,3014902.875,-3377767.5,-29.01666667,27.08333333
1794,3016758.2,-3422397.776,-29.36666667,27.1
1795,3016758.2,-3390503.484,-29.11666667,27.1
1796,3018613.526,-3416012.677,-29.31666667,27.11666667
1797,3020468.85,-3399001.018,-29.18333333,27.13333333
1798,3022324.175,-3413885.006,-29.3,27.15
1799,3022324.175,-3401126.264,-29.2,27.15
1800,3024179.5,-3409630.706,-29.26666667,27.16666667
1801,3026034.824,-3379889.305,-29.03333333,27.18333333
1802,3022324.175,-3399001.018,-29.18333333,27.15
1803,3024179.5,-3401126.264,-29.2,27.16666667
1804,3024179.5,-3430916.121,-29.43333333,27.16666667
1805,3027890.15,-3403251.856,-29.21666667,27.2
1806,3026034.824,-3405377.792,-29.23333333,27.18333333
1807,3026034.824,-3407504.076,-29.25,27.18333333
1808,3027890.15,-3409630.706,-29.26666667,27.2
1809,3029745.475,-3403251.856,-29.21666667,27.21666667
1810,3031600.799,-3399001.018,-29.18333333,27.23333333
1811,3029745.475,-3420269.061,-29.35,27.21666667
1812,3035311.449,-3399001.018,-29.18333333,27.26666667
1813,3037166.773,-3390503.484,-29.11666667,27.28333333
1814,3037166.773,-3416012.677,-29.31666667,27.28333333
1815,3040877.424,-3396876.118,-29.16666667,27.31666667
1816,3039022.099,-3433046.581,-29.45,27.3
1817,3044588.073,-3382011.455,-29.05,27.35
1818,3044588.073,-3403251.856,-29.21666667,27.35
1819,3044588.073,-3433046.581,-29.45,27.35
1820,3046443.398,-3426656.25,-29.4,27.36666667
1821,3048298.723,-3405377.792,-29.23333333,27.38333333
1822,3046443.398,-3437308.55,-29.48333333,27.36666667
1823,3053864.697,-3384133.948,-29.06666667,27.43333333
1824,3053864.697,-3396876.118,-29.16666667,27.43333333
1825,3055720.022,-3396876.118,-29.16666667,27.45
1826,3055720.022,-3388379.961,-29.1,27.45
1827,3059430.672,-3401126.264,-29.2,27.48333333
1828,3059430.672,-3403251.856,-29.21666667,27.48333333
1829,3059430.672,-3416012.677,-29.31666667,27.48333333
1830,3061285.997,-3413885.006,-29.3,27.5
1831,3064996.646,-3418140.695,-29.33333333,27.53333333
1832,3064996.646,-3394751.562,-29.15,27.53333333
1833,3064996.646,-3399001.018,-29.18333333,27.53333333
1834,3066851.971,-3399001.018,-29.18333333,27.55
1835,3066851.971,-3403251.856,-29.21666667,27.55
1836,3066851.971,-3428786.012,-29.41666667,27.55
1837,3070562.621,-3382011.455,-29.05,27.58333333
1838,3077983.92,-3386256.782,-29.08333333,27.65
1839,3077983.92,-3379889.305,-29.03333333,27.65
1840,3079839.246,-3379889.305,-29.03333333,27.66666667
1841,3079839.246,-3420269.061,-29.35,27.66666667
1842,3087260.544,-3394751.562,-29.15,27.73333333
1843,3089115.87,-3394751.562,-29.15,27.75
1844,3087260.544,-3433046.581,-29.45,27.73333333
1845,3103958.468,-3401126.264,-29.2,27.88333333
1846,3168894.838,-3418140.695,-29.33333333,28.46666667
1847,3185592.762,-3439440.061,-29.5,28.61666667
1848,3191158.736,-3430916.121,-29.43333333,28.66666667
1849,3196724.711,-3396876.118,-29.16666667,28.71666667
1850,3213422.635,-3430916.121,-29.43333333,28.86666667
1851,3237541.857,-3386256.782,-29.08333333,29.08333333
1852,3237541.857,-3411757.682,-29.28333333,29.08333333
1853,3272793.029,-3382011.455,-29.05,29.4
1854,3278359.004,-3392627.35,-29.13333333,29.45
1855,3278359.004,-3405377.792,-29.23333333,29.45
1856,3283924.978,-3418140.695,-29.33333333,29.5
1857,3285780.304,-3409630.706,-29.26666667,29.51666667
1858,3283924.978,-3439440.061,-29.5,29.5
1859,3296912.253,-3379889.305,-29.03333333,29.61666667
1860,3298767.577,-3377767.5,-29.01666667,29.63333333
1861,3296912.253,-3416012.677,-29.31666667,29.61666667
1862,3300622.902,-3379889.305,-29.03333333,29.65
1863,3302478.227,-3426656.25,-29.4,29.66666667
1864,3306188.877,-3439440.061,-29.5,29.7
1865,3308044.202,-3418140.695,-29.33333333,29.71666667
1866,3311754.851,-3420269.061,-29.35,29.75
1867,3319176.151,-3394751.562,-29.15,29.81666667
1868,3322886.8,-3405377.792,-29.23333333,29.85
1869,3324742.125,-3377767.5,-29.01666667,29.86666667
1870,3324742.125,-3396876.118,-29.16666667,29.86666667
1871,3326597.45,-3396876.118,-29.16666667,29.88333333
1872,3326597.45,-3424526.838,-29.38333333,29.88333333
1873,3330308.1,-3428786.012,-29.41666667,29.91666667
1874,3334018.749,-3430916.121,-29.43333333,29.95
1875,3337729.399,-3386256.782,-29.08333333,29.98333333
1876,3339584.724,-3386256.782,-29.08333333,30
1877,3339584.724,-3422397.776,-29.36666667,30
1878,3339584.724,-3401126.264,-29.2,30
1879,3337729.399,-3420269.061,-29.35,29.98333333
1880,3341440.049,-3379889.305,-29.03333333,30.01666667
1881,3343295.373,-3403251.856,-29.21666667,30.03333333
1882,3343295.373,-3426656.25,-29.4,30.03333333
1883,3345150.698,-3407504.076,-29.25,30.05
1884,3348861.348,-3399001.018,-29.18333333,30.08333333
1885,3347006.024,-3420269.061,-29.35,30.06666667
1886,3347006.024,-3426656.25,-29.4,30.06666667
1887,3348861.348,-3428786.012,-29.41666667,30.08333333
1888,3348861.348,-3433046.581,-29.45,30.08333333
1889,3350716.673,-3430916.121,-29.43333333,30.1
1890,3354427.322,-3413885.006,-29.3,30.13333333
1891,3352571.998,-3420269.061,-29.35,30.11666667
1892,3356282.647,-3382011.455,-29.05,30.15
1893,3356282.647,-3433046.581,-29.45,30.15
1894,3359993.297,-3394751.562,-29.15,30.18333333
1895,3358137.973,-3428786.012,-29.41666667,30.16666667
1896,3363703.947,-3435177.391,-29.46666667,30.21666667
1897,3369269.922,-3433046.581,-29.45,30.26666667
1898,3371125.246,-3403251.856,-29.21666667,30.28333333
1899,3372980.571,-3422397.776,-29.36666667,30.3
1900,3374835.896,-3416012.677,-29.31666667,30.31666667
1901,3376691.22,-3433046.581,-29.45,30.33333333
1902,3378546.546,-3399001.018,-29.18333333,30.35
1903,3378546.546,-3430916.121,-29.43333333,30.35
1904,3380401.871,-3411757.682,-29.28333333,30.36666667
1905,3385967.845,-3422397.776,-29.36666667,30.41666667
1906,3382257.195,-3430916.121,-29.43333333,30.38333333
1907,3385967.845,-3388379.961,-29.1,30.41666667
1908,3385967.845,-3426656.25,-29.4,30.41666667
1909,3387823.169,-3426656.25,-29.4,30.43333333
1910,3387823.169,-3428786.012,-29.41666667,30.43333333
1911,3385967.845,-3430916.121,-29.43333333,30.41666667
1912,3361848.622,-3439440.061,-29.5,30.2
1913,3397099.794,-3420269.061,-29.35,30.51666667
1914,3397099.794,-3424526.838,-29.38333333,30.51666667
1915,3398955.119,-3433046.581,-29.45,30.53333333
1916,3400810.444,-3430916.121,-29.43333333,30.55
1917,3402665.769,-3437308.55,-29.48333333,30.56666667
1918,3402665.769,-3439440.061,-29.5,30.56666667
1919,3406376.418,-3384133.948,-29.06666667,30.6
1920,3406376.418,-3405377.792,-29.23333333,30.6
1921,3406376.418,-3435177.391,-29.46666667,30.6
1922,3408231.743,-3379889.305,-29.03333333,30.61666667
1923,3408231.743,-3394751.562,-29.15,30.61666667
1924,3408231.743,-3405377.792,-29.23333333,30.61666667
1925,3408231.743,-3428786.012,-29.41666667,30.61666667
1926,3408231.743,-3439440.061,-29.5,30.61666667
1927,3410087.068,-3394751.562,-29.15,30.63333333
1928,3411942.393,-3382011.455,-29.05,30.65
1929,3411942.393,-3418140.695,-29.33333333,30.65
1930,3413797.718,-3401126.264,-29.2,30.66666667
1931,3415653.042,-3420269.061,-29.35,30.68333333
1932,3415653.042,-3437308.55,-29.48333333,30.68333333
1933,3417508.367,-3388379.961,-29.1,30.7
1934,3421219.017,-3394751.562,-29.15,30.73333333
1935,3421219.017,-3428786.012,-29.41666667,30.73333333
1936,3423074.342,-3437308.55,-29.48333333,30.75
1937,3424929.667,-3422397.776,-29.36666667,30.76666667
1938,3426784.991,-3377767.5,-29.01666667,30.78333333
1939,3426784.991,-3428786.012,-29.41666667,30.78333333
1940,3430495.642,-3384133.948,-29.06666667,30.81666667
1941,3430495.642,-3424526.838,-29.38333333,30.81666667
1942,3441627.591,-3386256.782,-29.08333333,30.91666667
1943,3441627.591,-3377767.5,-29.01666667,30.91666667
1944,3443482.915,-3379889.305,-29.03333333,30.93333333
1945,3443482.915,-3382011.455,-29.05,30.93333333
1946,3445338.24,-3424526.838,-29.38333333,30.95
1947,3454614.864,-3392627.35,-29.13333333,31.03333333
1948,3456470.189,-3428786.012,-29.41666667,31.05
1949,3458325.514,-3396876.118,-29.16666667,31.06666667
1950,3460180.838,-3437308.55,-29.48333333,31.08333333
1951,3463891.489,-3418140.695,-29.33333333,31.11666667
1952,3463891.489,-3413885.006,-29.3,31.11666667
1953,3465746.813,-3422397.776,-29.36666667,31.13333333
1954,3467602.138,-3401126.264,-29.2,31.15
1955,3469457.463,-3403251.856,-29.21666667,31.16666667
1956,3471312.788,-3407504.076,-29.25,31.18333333
1957,3471312.788,-3439440.061,-29.5,31.18333333
1958,3473168.113,-3411757.682,-29.28333333,31.2
1959,3473168.113,-3433046.581,-29.45,31.2
1960,3475023.438,-3424526.838,-29.38333333,31.21666667
1961,3476878.762,-3401126.264,-29.2,31.23333333
1962,3476878.762,-3413885.006,-29.3,31.23333333
1963,3476878.762,-3439440.061,-29.5,31.23333333
1964,3478734.087,-3407504.076,-29.25,31.25
1965,3478734.087,-3413885.006,-29.3,31.25
1966,3480589.413,-3424526.838,-29.38333333,31.26666667
1967,3482444.737,-3418140.695,-29.33333333,31.28333333
1968,3482444.737,-3420269.061,-29.35,31.28333333
1969,3484300.062,-3420269.061,-29.35,31.3
1970,3488010.711,-3409630.706,-29.26666667,31.33333333
1971,3493576.686,-3394751.562,-29.15,31.38333333
1972,3493576.686,-3409630.706,-29.26666667,31.38333333
1973,3497287.336,-3401126.264,-29.2,31.41666667
1974,3497287.336,-3407504.076,-29.25,31.41666667
1975,3500997.985,-3399001.018,-29.18333333,31.45
1976,3502853.311,-3386256.782,-29.08333333,31.46666667
1977,3502853.311,-3388379.961,-29.1,31.46666667
1978,3504708.635,-3405377.792,-29.23333333,31.48333333
1979,3506563.96,-3403251.856,-29.21666667,31.5
1980,3508419.285,-3379889.305,-29.03333333,31.51666667
1981,3510274.609,-3382011.455,-29.05,31.53333333
1982,3515840.584,-3379889.305,-29.03333333,31.58333333
1983,3513985.26,-3392627.35,-29.13333333,31.56666667
1984,3525117.209,-3379889.305,-29.03333333,31.66666667
1985,3526972.533,-3377767.5,-29.01666667,31.68333333
1986,2974085.729,-3369283.693,-28.95,26.71666667
1987,2981507.028,-3354450.156,-28.83333333,26.78333333
1988,2985217.678,-3369283.693,-28.95,26.81666667
1989,2992638.977,-3356568.214,-28.85,26.88333333
1990,2996349.628,-3356568.214,-28.85,26.91666667
1991,2994494.302,-3362924.422,-28.9,26.9
1992,3001915.602,-3345981.318,-28.76666667,26.96666667
1993,3003770.926,-3324832.841,-28.6,26.98333333
1994,3005626.251,-3341748.927,-28.73333333,27
1995,3007481.577,-3314271.188,-28.51666667,27.01666667
1996,3011192.226,-3331173.852,-28.65,27.05
1997,3014902.875,-3333288.194,-28.66666667,27.08333333
1998,3011192.226,-3343864.954,-28.75,27.05
1999,3013047.551,-3367163.595,-28.93333333,27.06666667
2000,3013047.551,-3369283.693,-28.95,27.06666667
2001,3014902.875,-3354450.156,-28.83333333,27.08333333
2002,3014902.875,-3375646.035,-29,27.08333333
2003,3014902.875,-3316382.85,-28.53333333,27.08333333
2004,3016758.2,-3329059.846,-28.63333333,27.1
2005,3016758.2,-3335402.872,-28.68333333,27.1
2006,3016758.2,-3362924.422,-28.9,27.1
2007,3018613.526,-3356568.214,-28.85,27.11666667
2008,3022324.175,-3358686.61,-28.86666667,27.15
2009,3022324.175,-3341748.927,-28.73333333,27.15
2010,3026034.824,-3318494.846,-28.55,27.18333333
2011,3027890.15,-3314271.188,-28.51666667,27.2
2012,3031600.799,-3333288.194,-28.66666667,27.23333333
2013,3031600.799,-3343864.954,-28.75,27.23333333
2014,3031600.799,-3348098.019,-28.78333333,27.23333333
2015,3031600.799,-3350215.06,-28.8,27.23333333
2016,3029745.475,-3362924.422,-28.9,27.21666667
2017,3031600.799,-3367163.595,-28.93333333,27.23333333
2018,3033456.124,-3331173.852,-28.65,27.25
2019,3033456.124,-3335402.872,-28.68333333,27.25
2020,3039022.099,-3373524.912,-28.98333333,27.3
2021,3040877.424,-3350215.06,-28.8,27.31666667
2022,3044588.073,-3335402.872,-28.68333333,27.35
2023,3048298.723,-3343864.954,-28.75,27.38333333
2024,3050154.048,-3326946.176,-28.61666667,27.4
2025,3050154.048,-3375646.035,-29,27.4
2026,3053864.697,-3333288.194,-28.66666667,27.43333333
2027,3053864.697,-3354450.156,-28.83333333,27.43333333
2028,3055720.022,-3322719.841,-28.58333333,27.45
2029,3055720.022,-3324832.841,-28.6,27.45
2030,3055720.022,-3369283.693,-28.95,27.45
2031,3057575.347,-3350215.06,-28.8,27.46666667
2032,3057575.347,-3362924.422,-28.9,27.46666667
2033,3061285.997,-3333288.194,-28.66666667,27.5
2034,3063141.322,-3322719.841,-28.58333333,27.51666667
2035,3064996.646,-3326946.176,-28.61666667,27.53333333
2036,3061285.997,-3352332.439,-28.81666667,27.5
2037,3066851.971,-3320607.177,-28.56666667,27.55
2038,3066851.971,-3362924.422,-28.9,27.55
2039,3068707.297,-3369283.693,-28.95,27.56666667
2040,3068707.297,-3339633.239,-28.71666667,27.56666667
2041,3068707.297,-3341748.927,-28.73333333,27.56666667
2042,3070562.621,-3362924.422,-28.9,27.58333333
2043,3068707.297,-3365043.839,-28.91666667,27.56666667
2044,3066851.971,-3371404.133,-28.96666667,27.55
2045,3072417.946,-3326946.176,-28.61666667,27.6
2046,3072417.946,-3345981.318,-28.76666667,27.6
2047,3072417.946,-3352332.439,-28.81666667,27.6
2048,3072417.946,-3360805.345,-28.88333333,27.6
2049,3072417.946,-3375646.035,-29,27.6
2050,3076128.595,-3362924.422,-28.9,27.63333333
2051,3076128.595,-3371404.133,-28.96666667,27.63333333
2052,3077983.92,-3331173.852,-28.65,27.65
2053,3077983.92,-3345981.318,-28.76666667,27.65
2054,3081694.57,-3322719.841,-28.58333333,27.68333333
2055,3081694.57,-3341748.927,-28.73333333,27.68333333
2056,3083549.895,-3367163.595,-28.93333333,27.7
2057,3083549.895,-3373524.912,-28.98333333,27.7
2058,3085405.22,-3354450.156,-28.83333333,27.71666667
2059,3085405.22,-3369283.693,-28.95,27.71666667
2060,3087260.544,-3341748.927,-28.73333333,27.73333333
2061,3087260.544,-3358686.61,-28.86666667,27.73333333
2062,3087260.544,-3360805.345,-28.88333333,27.73333333
2063,3087260.544,-3369283.693,-28.95,27.73333333
2064,3089115.87,-3320607.177,-28.56666667,27.75
2065,3092826.519,-3335402.872,-28.68333333,27.78333333
2066,3094681.844,-3326946.176,-28.61666667,27.8
2067,3096537.169,-3341748.927,-28.73333333,27.81666667
2068,3100247.819,-3341748.927,-28.73333333,27.85
2069,3100247.819,-3358686.61,-28.86666667,27.85
2070,3102103.144,-3329059.846,-28.63333333,27.86666667
2071,3103958.468,-3337517.887,-28.7,27.88333333
2072,3103958.468,-3358686.61,-28.86666667,27.88333333
2073,3107669.118,-3337517.887,-28.7,27.91666667
2074,3109524.442,-3348098.019,-28.78333333,27.93333333
2075,3111379.768,-3337517.887,-28.7,27.95
2076,3113235.093,-3333288.194,-28.66666667,27.96666667
2077,3113235.093,-3343864.954,-28.75,27.96666667
2078,3116945.742,-3324832.841,-28.6,28
2079,3116945.742,-3331173.852,-28.65,28
2080,3116945.742,-3348098.019,-28.78333333,28
2081,3120656.392,-3337517.887,-28.7,28.03333333
2082,3120656.392,-3341748.927,-28.73333333,28.03333333
2083,3122511.717,-3360805.345,-28.88333333,28.05
2084,3124367.042,-3314271.188,-28.51666667,28.06666667
2085,3124367.042,-3335402.872,-28.68333333,28.06666667
2086,3126222.366,-3341748.927,-28.73333333,28.08333333
2087,3128077.691,-3316382.85,-28.53333333,28.1
2088,3128077.691,-3331173.852,-28.65,28.1
2089,3135498.991,-3375646.035,-29,28.16666667
2090,3139209.64,-3314271.188,-28.51666667,28.2
2091,3139209.64,-3326946.176,-28.61666667,28.2
2092,3142920.29,-3335402.872,-28.68333333,28.23333333
2093,3144775.615,-3345981.318,-28.76666667,28.25
2094,3148486.264,-3326946.176,-28.61666667,28.28333333
2095,3150341.589,-3331173.852,-28.65,28.3
2096,3152196.915,-3320607.177,-28.56666667,28.31666667
2097,3155907.564,-3335402.872,-28.68333333,28.35
2098,3157762.889,-3322719.841,-28.58333333,28.36666667
2099,3157762.889,-3329059.846,-28.63333333,28.36666667
2100,3159618.213,-3324832.841,-28.6,28.38333333
2101,3161473.539,-3318494.846,-28.55,28.4
2102,3163328.864,-3314271.188,-28.51666667,28.41666667
2103,3163328.864,-3318494.846,-28.55,28.41666667
2104,3165184.188,-3318494.846,-28.55,28.43333333
2105,3167039.513,-3314271.188,-28.51666667,28.45
2106,3168894.838,-3343864.954,-28.75,28.46666667
2107,3170750.162,-3316382.85,-28.53333333,28.48333333
2108,3174460.813,-3316382.85,-28.53333333,28.51666667
2109,3176316.137,-3314271.188,-28.51666667,28.53333333
2110,3185592.762,-3314271.188,-28.51666667,28.61666667
2111,3185592.762,-3339633.239,-28.71666667,28.61666667
2112,3187448.086,-3320607.177,-28.56666667,28.63333333
2113,3193014.061,-3314271.188,-28.51666667,28.68333333
2114,3194869.386,-3362924.422,-28.9,28.7
2115,3200435.36,-3322719.841,-28.58333333,28.75
2116,3202290.686,-3322719.841,-28.58333333,28.76666667
2117,3204146.01,-3314271.188,-28.51666667,28.78333333
2118,3206001.335,-3316382.85,-28.53333333,28.8
2119,3207856.66,-3322719.841,-28.58333333,28.81666667
2120,3209711.984,-3326946.176,-28.61666667,28.83333333
2121,3211567.309,-3333288.194,-28.66666667,28.85
2122,3211567.309,-3326946.176,-28.61666667,28.85
2123,3215277.959,-3331173.852,-28.65,28.88333333
2124,3222699.258,-3337517.887,-28.7,28.95
2125,3224554.584,-3329059.846,-28.63333333,28.96666667
2126,3228265.233,-3316382.85,-28.53333333,29
2127,3231975.882,-3333288.194,-28.66666667,29.03333333
2128,3243107.831,-3339633.239,-28.71666667,29.13333333
2129,3244963.157,-3337517.887,-28.7,29.15
2130,3250529.131,-3369283.693,-28.95,29.2
2131,3254239.78,-3337517.887,-28.7,29.23333333
2132,3254239.78,-3369283.693,-28.95,29.23333333
2133,3254239.78,-3373524.912,-28.98333333,29.23333333
2134,3256095.106,-3348098.019,-28.78333333,29.25
2135,3256095.106,-3369283.693,-28.95,29.25
2136,3259805.755,-3339633.239,-28.71666667,29.28333333
2137,3259805.755,-3352332.439,-28.81666667,29.28333333
2138,3263516.405,-3343864.954,-28.75,29.31666667
2139,3265371.73,-3350215.06,-28.8,29.33333333
2140,3267227.055,-3314271.188,-28.51666667,29.35
2141,3267227.055,-3335402.872,-28.68333333,29.35
2142,3267227.055,-3341748.927,-28.73333333,29.35
2143,3269082.38,-3345981.318,-28.76666667,29.36666667
2144,3270937.704,-3350215.06,-28.8,29.38333333
2145,3272793.029,-3333288.194,-28.66666667,29.4
2146,3278359.004,-3354450.156,-28.83333333,29.45
2147,3278359.004,-3329059.846,-28.63333333,29.45
2148,3280214.329,-3348098.019,-28.78333333,29.46666667
2149,3278359.004,-3362924.422,-28.9,29.45
2150,3280214.329,-3360805.345,-28.88333333,29.46666667
2151,3280214.329,-3365043.839,-28.91666667,29.46666667
2152,3283924.978,-3318494.846,-28.55,29.5
2153,3283924.978,-3367163.595,-28.93333333,29.5
