Year,Lat,Lon,Sirex_Presence
2014,-25.26083,30.62129,No Sirex
2014,-25.258811,30.496232,No Sirex
2014,-25.27179,30.52174,No Sirex
2014,-25.261876,30.645921,No Sirex
2014,-25.27536,30.56072,No Sirex
2014,-25.27308,30.54875,No Sirex
2014,-25.241926,30.948027,No Sirex
2014,-25.28631,30.55211,No Sirex
2014,-25.29225,30.600662,No Sirex
2014,-25.253303,30.886602,No Sirex
2014,-25.29756,30.85386,No Sirex
2014,-25.325622,30.655859,No Sirex
2014,-25.29361,30.541749,No Sirex
2014,-25.337138,30.539045,No Sirex
2014,-25.31821,30.512472,No Sirex
2014,-25.345794,30.535408,No Sirex
2014,-25.346701,30.520302,No Sirex
2014,-25.611585,30.719326,No Sirex
2014,-25.497541,30.521325,No Sirex
2014,-25.50725,30.73255,No Sirex
2014,-25.70373,30.562133,No Sirex
2014,-25.51321,30.59306,No Sirex
2014,-25.507472,30.409292,No Sirex
2014,-25.531902,30.55044,No Sirex
2014,-25.86186,30.452378,No Sirex
2014,-25.611192,30.744948,No Sirex
2014,-25.64149,30.7229,No Sirex
2014,-25.651998,30.746232,No Sirex
2014,-25.65867,30.775,No Sirex
2014,-25.726815,29.674464,No Sirex
2014,-25.7676,30.75789,No Sirex
2014,-25.770496,30.775959,No Sirex
2014,-25.782359,30.744554,No Sirex
2014,-25.788742,30.819091,No Sirex
2014,-25.791723,30.764509,No Sirex
2014,-25.801707,30.812349,No Sirex
2014,-25.80819,30.82636,No Sirex
2014,-25.81788,30.783269,No Sirex
2014,-25.838346,30.837301,No Sirex
2014,-25.863497,30.868277,No Sirex
2014,-25.90371,30.90976,No Sirex
2014,-25.9054,31.10233,No Sirex
2014,-25.92929,30.93582,No Sirex
2014,-25.75528,30.60041,No Sirex
2014,-26.067251,30.435743,No Sirex
2014,-26.14484,30.306847,No Sirex
2014,-26.142897,30.793333,No Sirex
2014,-26.178797,30.462331,No Sirex
2014,-26.205929,30.527169,No Sirex
2014,-26.226419,30.920354,No Sirex
2014,-26.270299,30.564547,No Sirex
2014,-26.271731,30.638167,No Sirex
2014,-26.274224,30.584411,No Sirex
2014,-26.311011,30.703264,No Sirex
2014,-26.420767,30.763857,No Sirex
2014,-26.451755,30.774634,No Sirex
2014,-26.453106,30.750328,No Sirex
2014,-26.471785,30.716345,No Sirex
2014,-26.62641,30.695465,No Sirex
2014,-26.644149,30.754571,No Sirex
2014,-26.654381,30.701623,No Sirex
2014,-26.697033,30.782287,No Sirex
2014,-26.71379,30.61416,No Sirex
2014,-26.730343,30.535045,No Sirex
2014,-26.733557,30.616396,No Sirex
2014,-26.756956,30.519852,No Sirex
2014,-26.745029,30.52443,No Sirex
2014,-26.837819,30.363622,No Sirex
2014,-26.871651,30.36333,No Sirex
2014,-27.010593,30.584435,No Sirex
2014,-27.009822,30.589162,No Sirex
2014,-27.211224,30.832571,No Sirex
2014,-27.070102,30.692286,No Sirex
2014,-27.088792,30.849157,No Sirex
2014,-26.70963,30.717172,No Sirex
2014,-25.226607,30.77266,No Sirex
2014,-27.349422,30.650309,No Sirex
2014,-27.648949,30.685082,No Sirex
2014,-27.562949,30.542358,No Sirex
2014,-27.71173,30.720582,No Sirex
2014,-27.498845,30.673108,No Sirex
2014,-27.639141,30.699373,No Sirex
2014,-27.393173,30.799289,No Sirex
2014,-27.448933,30.817306,No Sirex
2014,-27.378132,30.90041,No Sirex
2014,-28.466954,31.397372,No Sirex
2014,-28.443896,31.383754,No Sirex
2014,-28.933052,30.680601,No Sirex
2014,-29.010682,30.628559,No Sirex
2014,-28.99269,30.643191,No Sirex
2014,-29.032809,30.575565,No Sirex
2014,-29.750342,30.185734,No Sirex
2014,-29.04067,30.684977,No Sirex
2014,-29.633882,29.980231,No Sirex
2014,-29.317522,30.126198,No Sirex
2014,-29.207222,30.550833,No Sirex
2014,-29.233779,30.315942,No Sirex
2014,-29.273723,30.30436,No Sirex
2014,-29.232141,30.430043,No Sirex
2014,-29.278458,30.497641,No Sirex
2014,-29.228962,30.274265,No Sirex
2014,-29.162139,29.748233,No Sirex
2014,-29.249452,30.275403,No Sirex
2014,-29.247884,30.557193,No Sirex
2014,-29.242645,30.283826,No Sirex
2014,-29.253889,30.397379,No Sirex
2014,-29.267401,30.319177,No Sirex
2014,-29.643265,29.994123,No Sirex
2014,-29.271174,30.296414,No Sirex
2014,-29.240705,30.233728,No Sirex
2014,-29.039505,30.807028,No Sirex
2014,-29.005793,30.715736,No Sirex
2014,-29.644959,29.623432,No Sirex
2014,-30.150504,29.88112,No Sirex
2014,-29.66812,29.619414,No Sirex
2014,-29.120578,30.518946,No Sirex
2014,-29.278195,30.188517,No Sirex
2014,-29.258312,30.203095,No Sirex
2014,-29.323199,30.203882,No Sirex
2014,-29.359871,30.202149,No Sirex
2014,-29.341223,30.17192,No Sirex
2014,-29.38744,30.247184,No Sirex
2014,-29.322806,30.147656,No Sirex
2014,-29.368333,30.105278,No Sirex
2014,-29.308175,30.580201,No Sirex
2014,-29.52807,29.996393,No Sirex
2014,-29.558882,29.97506,No Sirex
2014,-29.553544,30.024164,No Sirex
2014,-29.542454,30.039158,No Sirex
2014,-29.621398,30.147282,No Sirex
2014,-29.600114,29.544591,No Sirex
2014,-29.576105,30.071402,No Sirex
2014,-29.562069,30.07679,No Sirex
2014,-29.741912,30.201678,No Sirex
2014,-29.644167,29.58891,No Sirex
2014,-29.739703,29.733354,No Sirex
2014,-29.751933,29.775912,No Sirex
2014,-29.750278,29.769722,No Sirex
2014,-29.74021,30.267542,No Sirex
2014,-29.732043,30.178266,No Sirex
2014,-29.780308,29.765538,No Sirex
2014,-29.805979,30.069567,No Sirex
2014,-29.813902,29.420494,No Sirex
2014,-29.826447,29.442173,No Sirex
2014,-29.827719,29.74129,No Sirex
2014,-29.848119,29.779371,No Sirex
2014,-29.846186,29.942535,No Sirex
2014,-29.856624,29.758741,No Sirex
2014,-29.857101,29.930222,No Sirex
2014,-29.858952,29.455109,No Sirex
2014,-29.865572,29.756915,No Sirex
2014,-29.866521,29.916754,No Sirex
2014,-29.93719,29.380677,No Sirex
2014,-29.896187,29.55857,No Sirex
2014,-30.02257,29.767012,No Sirex
2014,-29.841486,29.714611,No Sirex
2014,-29.879338,29.751359,No Sirex
2014,-29.949179,29.428046,No Sirex
2014,-29.891538,29.930948,No Sirex
2014,-29.909875,29.821129,No Sirex
2014,-30.529033,29.71803,No Sirex
2014,-29.926592,29.755861,No Sirex
2014,-29.93115,29.7557,No Sirex
2014,-29.958115,29.82945,No Sirex
2014,-29.930118,29.758154,No Sirex
2014,-29.937892,29.77944,No Sirex
2014,-29.95325,29.779616,No Sirex
2014,-29.982385,29.800073,No Sirex
2014,-30.000423,29.786951,No Sirex
2014,-30.0074,29.767359,No Sirex
2014,-33.943156,22.109928,No Sirex
2014,-33.881522,23.146082,No Sirex
2014,-30.128252,29.573203,No Sirex
2014,-30.155156,29.899432,No Sirex
2014,-30.134759,29.556158,No Sirex
2014,-30.276578,29.662888,No Sirex
2014,-30.265372,29.611529,No Sirex
2014,-30.323938,29.559248,No Sirex
2014,-30.292215,29.633586,No Sirex
2014,-30.52522,29.762727,No Sirex
2014,-30.513204,29.638167,No Sirex
2014,-30.457969,29.660438,No Sirex
2014,-33.908524,22.687019,No Sirex
2014,-30.551601,29.657835,No Sirex
2014,-30.575868,29.657836,No Sirex
2014,-30.592174,29.717243,No Sirex
2014,-30.628733,29.64072,No Sirex
2014,-30.612768,29.663876,No Sirex
2014,-30.63535,29.686358,No Sirex
2014,-30.669619,29.645544,No Sirex
2014,-30.854228,28.205579,No Sirex
2014,-30.802456,29.285213,No Sirex
2014,-31.05746,28.199865,No Sirex
2014,-30.964375,28.406308,No Sirex
2014,-31.054167,28.340661,No Sirex
2014,-31.038354,28.278459,No Sirex
2014,-31.121352,28.340026,No Sirex
2014,-31.090835,28.13648,No Sirex
2014,-31.117444,28.108792,No Sirex
2014,-31.165424,28.127624,No Sirex
2014,-31.106596,28.317806,No Sirex
2014,-31.126697,28.217341,No Sirex
2014,-31.164578,28.265612,No Sirex
2014,-31.199008,28.298685,No Sirex
2014,-31.183975,28.074269,No Sirex
2014,-31.171533,28.181611,No Sirex
2014,-31.231389,28.265556,No Sirex
2014,-31.234524,28.194928,No Sirex
2014,-31.298656,28.067028,No Sirex
2014,-31.266369,28.148853,No Sirex
2014,-31.264016,28.031396,No Sirex
2014,-31.309559,28.026058,No Sirex
2014,-31.309941,28.066567,No Sirex
2014,-31.163994,28.100751,No Sirex
2014,-31.398922,28.56894,No Sirex
2014,-31.399242,28.546632,No Sirex
2014,-31.075163,28.21982,No Sirex
2014,-31.403689,28.765894,No Sirex
2014,-31.069876,28.223535,No Sirex
2014,-31.469784,28.478191,No Sirex
2014,-31.257317,28.08193,No Sirex
2014,-31.445333,28.544045,No Sirex
2014,-31.452232,28.048929,No Sirex
2014,-31.48322,28.538239,No Sirex
2014,-31.492079,28.434957,No Sirex
2014,-31.505528,28.392605,No Sirex
2014,-31.544699,28.360577,No Sirex
2014,-31.5705,28.376546,No Sirex
2014,-31.58447,28.390443,No Sirex
2014,-32.544412,27.312028,No Sirex
2014,-32.603953,27.246925,No Sirex
2014,-32.679875,27.349303,No Sirex
2014,-32.723722,27.262,No Sirex
2014,-33.975734,18.935737,No Sirex
2014,-33.966427,23.751872,No Sirex
2014,-34.022339,24.175563,No Sirex
2014,-33.913397,23.219594,No Sirex
2014,-33.982619,23.828777,No Sirex
2014,-33.871188,22.679497,No Sirex
2014,-33.87904,22.62926,No Sirex
2014,-33.87704,22.65771,No Sirex
2014,-33.88825,23.15693,No Sirex
2014,-33.88825,22.90317,No Sirex
2014,-33.88702,22.83408,No Sirex
2014,-33.891247,22.731652,No Sirex
2014,-33.890616,23.038951,No Sirex
2014,-33.89913,23.136258,No Sirex
2014,-33.903512,22.684343,No Sirex
2014,-33.90537,23.163256,No Sirex
2014,-33.90624,22.71796,No Sirex
2014,-33.910889,21.986904,No Sirex
2014,-33.914853,23.427853,No Sirex
2014,-33.919014,22.72858,No Sirex
2014,-33.91853,22.73378,No Sirex
2014,-33.876176,22.650494,No Sirex
2014,-33.929061,22.767849,No Sirex
2014,-33.924562,23.378917,No Sirex
2014,-33.988188,23.749222,No Sirex
2014,-33.966181,22.528421,No Sirex
2014,-33.975597,23.974645,No Sirex
2014,-33.926031,22.048111,No Sirex
2014,-33.914871,22.02467,No Sirex
2014,-34.002433,24.2907,No Sirex
2014,-34.0022,23.12074,No Sirex
2014,-34.004106,18.420778,No Sirex
2014,-33.929292,22.227414,No Sirex
2014,-33.920417,22.279408,No Sirex
2014,-33.914534,22.19375,No Sirex
2014,-34.012082,23.11292,No Sirex
2014,-34.016272,22.84302,No Sirex
2014,-34.046207,22.97904,No Sirex
2014,-34.052008,18.424274,No Sirex
2014,-34.05932,18.40988,No Sirex
2014,-34.062466,18.417043,No Sirex
2014,-34.068822,23.263737,No Sirex
2015,-22.88809,30.27898,No Sirex
2015,-22.91556,30.2831,No Sirex
2015,-22.92341,30.32026,No Sirex
2015,-22.99786,29.86712,No Sirex
2015,-23.00489,30.16273,No Sirex
2015,-23.00792,30.24413,No Sirex
2015,-23.01869,30.20762,No Sirex
2015,-23.01841,30.17621,No Sirex
2015,-23.00742,30.07467,No Sirex
2015,-23.04256,30.2684,No Sirex
2015,-22.93705,30.34236,No Sirex
2015,-23.02117,30.30918,No Sirex
2015,-23.79691,29.98419,No Sirex
2015,-23.80696,30.03017,No Sirex
2015,-23.84892,29.99377,No Sirex
2015,-23.87611,29.97343,No Sirex
2015,-23.99352,30.12789,No Sirex
2015,-24.68698,30.83311,No Sirex
2015,-24.70473,30.83873,No Sirex
2015,-24.76764,30.85742,No Sirex
2015,-24.78509,30.885,No Sirex
2015,-24.79072,30.8679,No Sirex
2015,-24.832205,30.691669,No Sirex
2015,-24.840908,30.872602,No Sirex
2015,-24.832699,30.810034,No Sirex
2015,-24.86797,30.73274,No Sirex
2015,-24.88901,30.69787,No Sirex
2015,-24.92626,30.89964,No Sirex
2015,-24.93936,30.75575,No Sirex
2015,-24.94359,30.75921,No Sirex
2015,-24.96062,30.78522,No Sirex
2015,-24.95761,30.826533,No Sirex
2015,-24.97664,30.81819,No Sirex
2015,-24.99549,30.75037,No Sirex
2015,-25.01025,30.72217,No Sirex
2015,-25.02042,30.82495,No Sirex
2015,-25.01912,30.81166,No Sirex
2015,-25.04359,30.90687,No Sirex
2015,-25.02081,30.77487,No Sirex
2015,-25.02589,30.70151,No Sirex
2015,-25.04877,30.87622,No Sirex
2015,-25.04033,30.80775,No Sirex
2015,-25.055895,30.799033,No Sirex
2015,-25.07732,30.76264,No Sirex
2015,-25.08154,30.89241,No Sirex
2015,-25.06896,30.79131,No Sirex
2015,-25.08675,30.73113,No Sirex
2015,-25.24236,30.73771,No Sirex
2015,-25.07175,30.9175,No Sirex
2015,-25.1132,30.64837,No Sirex
2015,-25.11603,31.02271,No Sirex
2015,-25.14805,30.98356,No Sirex
2015,-25.20639,30.77715,No Sirex
2015,-25.188015,30.67441,No Sirex
2015,-25.18868,30.94403,No Sirex
2015,-25.18805,30.73093,No Sirex
2015,-25.20202,30.59091,No Sirex
2015,-25.19855,30.84661,No Sirex
2015,-25.20291,30.97713,No Sirex
2015,-25.2028,30.57112,No Sirex
2015,-25.2061,30.75758,No Sirex
2015,-25.21562,30.93389,No Sirex
2015,-25.21317,30.91029,No Sirex
2015,-25.223425,30.62813,No Sirex
2015,-25.23356,30.91395,No Sirex
2015,-25.24104,30.5383,No Sirex
2015,-25.25359,30.85853,No Sirex
2015,-25.26354,30.9681,No Sirex
2015,-25.250214,30.517772,No Sirex
2015,-25.24846,30.502,No Sirex
2015,-25.22019,30.71539,No Sirex
2015,-25.26083,30.62129,No Sirex
2015,-25.258811,30.496232,No Sirex
2015,-25.27179,30.52174,No Sirex
2015,-25.27377,30.56858,No Sirex
2015,-25.27308,30.54875,No Sirex
2015,-25.241926,30.948027,No Sirex
2015,-25.28631,30.55211,No Sirex
2015,-25.29225,30.600662,No Sirex
2015,-25.25158,30.88609,No Sirex
2015,-25.29756,30.85386,No Sirex
2015,-25.28917,30.54152,No Sirex
2015,-25.345794,30.535408,No Sirex
2015,-25.32743,30.45199,No Sirex
2015,-25.48197,30.78204,No Sirex
2015,-25.611585,30.719326,No Sirex
2015,-25.497541,30.521325,No Sirex
2015,-25.508975,30.736146,No Sirex
2015,-25.70373,30.562133,No Sirex
2015,-25.51321,30.59306,No Sirex
2015,-25.531902,30.55044,No Sirex
2015,-25.57302,30.03621,No Sirex
2015,-25.55326,30.57762,No Sirex
2015,-25.58001,30.73252,No Sirex
2015,-25.64153,30.72091,No Sirex
2015,-25.65102,30.03408,No Sirex
2015,-25.726815,29.674464,No Sirex
2015,-25.76273,30.75965,No Sirex
2015,-25.770496,30.775959,No Sirex
2015,-25.782359,30.744554,No Sirex
2015,-25.78841,30.82167,No Sirex
2015,-25.791723,30.764509,No Sirex
2015,-25.801707,30.812349,No Sirex
2015,-25.80819,30.82636,No Sirex
2015,-25.81788,30.783269,No Sirex
2015,-25.838346,30.837301,No Sirex
2015,-25.853527,31.009582,No Sirex
2015,-25.905488,30.975655,No Sirex
2015,-25.863497,30.868277,No Sirex
2015,-25.84599,30.84123,No Sirex
2015,-25.86029,30.9065,No Sirex
2015,-25.90371,30.90976,No Sirex
2015,-25.91836,30.88181,No Sirex
2015,-25.90387,30.90245,No Sirex
2015,-25.75528,30.60041,No Sirex
2015,-26.067867,30.434945,No Sirex
2015,-26.110032,30.439611,No Sirex
2015,-26.14484,30.306847,No Sirex
2015,-26.178797,30.462331,No Sirex
2015,-26.223267,30.535972,No Sirex
2015,-26.210331,30.813203,No Sirex
2015,-26.226419,30.920354,No Sirex
2015,-26.232998,30.799582,No Sirex
2015,-26.247124,30.524716,No Sirex
2015,-26.270299,30.564547,No Sirex
2015,-26.283397,30.656866,No Sirex
2015,-26.274224,30.584411,No Sirex
2015,-26.311011,30.703264,No Sirex
2015,-26.340093,30.665009,No Sirex
2015,-26.352374,30.596651,No Sirex
2015,-26.420767,30.763857,No Sirex
2015,-26.451755,30.774634,No Sirex
2015,-26.453106,30.750328,No Sirex
2015,-26.471785,30.716345,No Sirex
2015,-26.62641,30.695465,No Sirex
2015,-26.644149,30.754571,No Sirex
2015,-26.654381,30.701623,No Sirex
2015,-26.69677,30.782743,No Sirex
2015,-26.733557,30.616396,No Sirex
2015,-26.745029,30.52443,No Sirex
2015,-26.837819,30.363622,No Sirex
2015,-26.904432,30.546322,No Sirex
2015,-26.926505,30.58412,No Sirex
2015,-27.008938,30.676535,No Sirex
2015,-27.010593,30.584435,No Sirex
2015,-27.009822,30.589162,No Sirex
2015,-27.211224,30.832571,No Sirex
2015,-27.070102,30.692286,No Sirex
2015,-27.088792,30.849157,No Sirex
2015,-26.70963,30.717172,No Sirex
2015,-25.2275,30.77629,No Sirex
2015,-27.349422,30.650309,No Sirex
2015,-27.648949,30.685082,No Sirex
2015,-27.556739,30.498461,No Sirex
2015,-27.64153,30.771103,No Sirex
2015,-27.670085,30.685458,No Sirex
2015,-27.71173,30.720582,No Sirex
2015,-27.498845,30.673108,No Sirex
2015,-27.639141,30.699373,No Sirex
2015,-27.393173,30.799289,No Sirex
2015,-27.803145,31.384794,No Sirex
2015,-27.818593,31.446286,No Sirex
2015,-27.863344,31.340043,No Sirex
2015,-27.723403,30.773677,No Sirex
2015,-27.378132,30.90041,No Sirex
2015,-28.481308,31.329709,No Sirex
2015,-28.466954,31.397372,No Sirex
2015,-28.443896,31.383754,No Sirex
2015,-28.93443,30.68543,No Sirex
2015,-28.59712,30.38593,No Sirex
2015,-28.58697,30.36145,No Sirex
2015,-29.3415,30.58056,No Sirex
2015,-29.24541,30.65474,No Sirex
2015,-29.750342,30.185734,No Sirex
2015,-29.04043,30.68481,No Sirex
2015,-29.38124,29.5896,No Sirex
2015,-29.31622,30.12468,No Sirex
2015,-29.11127,29.44468,No Sirex
2015,-29.10558,29.41578,No Sirex
2015,-29.12411,30.33208,No Sirex
2015,-29.1774,30.20534,No Sirex
2015,-29.15177,30.23857,No Sirex
2015,-29.16174,30.18186,No Sirex
2015,-29.13857,30.25796,No Sirex
2015,-29.16682,30.2962,No Sirex
2015,-29.14107,30.16511,No Sirex
2015,-29.0946,29.44179,No Sirex
2015,-29.14921,30.33371,No Sirex
2015,-29.12003,30.22989,No Sirex
2015,-29.15382,30.23471,No Sirex
2015,-29.14578,30.17267,No Sirex
2015,-29.15201,30.23919,No Sirex
2015,-29.1607,30.19309,No Sirex
2015,-29.38298,29.59344,No Sirex
2015,-29.39819,29.3678,No Sirex
2015,-29.03943,30.80618,No Sirex
2015,-29.38836,29.37318,No Sirex
2015,-29.39909,29.36872,No Sirex
2015,-29.15441,30.12153,No Sirex
2015,-29.32507,30.08596,No Sirex
2015,-29.19615,30.122281,No Sirex
2015,-29.60071,30.11966,No Sirex
2015,-29.20455,30.10201,No Sirex
2015,-29.23217,30.14818,No Sirex
2015,-29.16537,30.11544,No Sirex
2015,-29.22103,30.06313,No Sirex
2015,-29.1851,30.3469,No Sirex
2015,-29.31474,30.01369,No Sirex
2015,-29.33448,29.5851,No Sirex
2015,-29.33567,30.01331,No Sirex
2015,-29.32402,30.02304,No Sirex
2015,-29.37276,30.08703,No Sirex
2015,-29.36001,29.32703,No Sirex
2015,-29.34147,30.04479,No Sirex
2015,-29.44684,30.12246,No Sirex
2015,-29.38638,29.35367,No Sirex
2015,-29.40108,29.42254,No Sirex
2015,-30.34202,29.47886,No Sirex
2015,-29.74376,29.7408,No Sirex
2015,-29.75115,29.76418,No Sirex
2015,-29.74903,29.76077,No Sirex
2015,-29.44508,30.16141,No Sirex
2015,-29.48902,30.18079,No Sirex
2015,-29.43945,30.10566,No Sirex
2015,-29.76912,29.759,No Sirex
2015,-29.48983,29.2551,No Sirex
2015,-30.34423,29.48684,No Sirex
2015,-29.49465,29.26512,No Sirex
2015,-29.52511,29.41956,No Sirex
2015,-29.50807,29.46681,No Sirex
2015,-29.846186,29.942535,No Sirex
2015,-29.51974,29.45631,No Sirex
2015,-29.857101,29.930222,No Sirex
2015,-29.51515,29.27203,No Sirex
2015,-29.51203,29.45736,No Sirex
2015,-29.866521,29.916754,No Sirex
2015,-29.5623,29.22799,No Sirex
2015,-29.53806,29.33633,No Sirex
2015,-29.50555,29.42758,No Sirex
2015,-29.52193,29.44823,No Sirex
2015,-29.156968,29.25623,No Sirex
2015,-29.891538,29.930948,No Sirex
2015,-29.54641,29.49138,No Sirex
2015,-30.31752,29.43152,No Sirex
2015,-29.57799,29.46561,No Sirex
2015,-29.55926,29.45398,No Sirex
2015,-29.55812,29.45423,No Sirex
2015,-29.56146,29.46927,No Sirex
2015,-29.57196,29.46697,No Sirex
2015,-29.58949,29.47994,No Sirex
2015,-33.943156,22.109928,No Sirex
2015,-33.878159,23.13232,No Sirex
2015,-30.07791,29.24557,No Sirex
2015,-30.0933,29.53858,No Sirex
2015,-30.07766,29.34923,No Sirex
2015,-30.16378,29.39719,No Sirex
2015,-30.15893,29.36669,No Sirex
2015,-30.19227,29.33993,No Sirex
2015,-30.2172,29.34157,No Sirex
2015,-30.31442,29.45689,No Sirex
2015,-30.30667,29.38447,No Sirex
2015,-30.27484,29.39482,No Sirex
2015,-30.2828,29.38722,No Sirex
2015,-30.33216,29.39851,No Sirex
2015,-30.34656,29.39853,No Sirex
2015,-30.356,29.43187,No Sirex
2015,-30.37592,29.38327,No Sirex
2015,-30.36815,29.39748,No Sirex
2015,-30.38086,29.41413,No Sirex
2015,-30.40207,29.39684,No Sirex
2015,-30.85415,28.20491,No Sirex
2015,-30.81398,29.25137,No Sirex
2015,-31.05392,28.20285,No Sirex
2015,-30.96292,28.40596,No Sirex
2015,-31.12763,28.22309,No Sirex
2015,-31.05454,28.34229,No Sirex
2015,-31.03534,28.27964,No Sirex
2015,-31.11584,28.34285,No Sirex
2015,-31.10209,28.13109,No Sirex
2015,-31.11159,28.11327,No Sirex
2015,-31.16961,28.12389,No Sirex
2015,-31.10369,28.31608,No Sirex
2015,-31.13113,28.21308,No Sirex
2015,-31.17208,28.26389,No Sirex
2015,-31.20139,28.29623,No Sirex
2015,-31.18177,28.07545,No Sirex
2015,-31.16513,28.18203,No Sirex
2015,-31.23005,28.26576,No Sirex
2015,-31.23425,28.19184,No Sirex
2015,-31.30202,28.06225,No Sirex
2015,-31.26262,28.14751,No Sirex
2015,-31.27114,28.03215,No Sirex
2015,-31.30853,28.02385,No Sirex
2015,-31.31081,28.06853,No Sirex
2015,-31.16047,28.09573,No Sirex
2015,-31.39728,28.56831,No Sirex
2015,-31.39979,28.54592,No Sirex
2015,-31.07242,28.22117,No Sirex
2015,-31.40584,28.76875,No Sirex
2015,-31.07391,28.21821,No Sirex
2015,-31.41736,28.47449,No Sirex
2015,-31.25776,28.08301,No Sirex
2015,-31.48501,28.53758,No Sirex
2015,-31.3886,28.60218,No Sirex
2015,-31.50474,28.45413,No Sirex
2015,-31.56404,28.43599,No Sirex
2015,-31.54906,28.44612,No Sirex
2015,-31.54574,28.36164,No Sirex
2015,-31.56935,28.37938,No Sirex
2015,-31.56931,28.37947,No Sirex
2015,-32.544412,27.312028,No Sirex
2015,-32.604087,27.24612,No Sirex
2015,-32.679875,27.349303,No Sirex
2015,-32.723722,27.262,No Sirex
2015,-33.966427,23.751872,No Sirex
2015,-34.023244,24.178963,No Sirex
2015,-33.974628,23.660188,No Sirex
2015,-33.913397,23.219594,No Sirex
2015,-33.982619,23.828777,No Sirex
2015,-33.994713,24.307885,No Sirex
2015,-33.866487,22.699793,No Sirex
2015,-33.87836,22.698621,No Sirex
2015,-33.888719,22.880044,No Sirex
2015,-33.890816,23.160685,No Sirex
2015,-33.887789,22.903275,No Sirex
2015,-33.88702,22.83408,No Sirex
2015,-33.903704,22.726756,No Sirex
2015,-33.892023,23.040875,No Sirex
2015,-33.903512,22.684343,No Sirex
2015,-33.90537,23.163256,No Sirex
2015,-33.90624,22.71796,No Sirex
2015,-33.923653,22.029126,No Sirex
2015,-33.914853,23.427853,No Sirex
2015,-33.918756,22.728417,No Sirex
2015,-33.91853,22.73378,No Sirex
2015,-33.876176,22.650494,No Sirex
2015,-33.929061,22.767849,No Sirex
2015,-33.924562,23.378917,No Sirex
2015,-33.966892,22.531804,No Sirex
2015,-33.967384,22.537407,No Sirex
2015,-33.975597,23.974645,No Sirex
2015,-33.926031,22.048111,No Sirex
2015,-33.924077,22.050318,No Sirex
2015,-34.002433,24.2907,No Sirex
2015,-34.006455,23.116744,No Sirex
2015,-33.924926,22.244157,No Sirex
2015,-33.928925,22.225622,No Sirex
2015,-33.922316,22.299218,No Sirex
2015,-33.914534,22.19375,No Sirex
2015,-34.012082,23.11292,No Sirex
2015,-34.017494,22.854356,No Sirex
2015,-34.022725,24.130522,No Sirex
2015,-34.025675,24.183791,No Sirex
2015,-34.015838,22.906115,No Sirex
2015,-34.046207,22.97904,No Sirex
2015,-34.199957,19.113519,No Sirex
2015,-34.1906,19.102291,No Sirex
2015,-34.068822,23.263737,No Sirex
2016,-22.88809,30.27898,No Sirex
2016,-22.91556,30.2831,No Sirex
2016,-22.92341,30.32026,No Sirex
2016,-22.99787,29.86706,No Sirex
2016,-23.02757,30.18276,No Sirex
2016,-23.022983,30.263838,No Sirex
2016,-23.00277,30.07711,No Sirex
2016,-22.98384,30.25681,No Sirex
2016,-22.98997,30.25359,No Sirex
2016,-23.007424,30.074669,No Sirex
2016,-23.03809,30.25998,No Sirex
2016,-22.93705,30.34236,No Sirex
2016,-22.99231,30.26953,No Sirex
2016,-23.79503,29.98425,No Sirex
2016,-23.79375,29.96084,No Sirex
2016,-23.87611,29.97343,No Sirex
2016,-23.95194,30.11644,No Sirex
2016,-23.98604,30.09384,No Sirex
2016,-23.99352,30.12789,No Sirex
2016,-24.68447,30.8344,No Sirex
2016,-24.70473,30.83873,No Sirex
2016,-24.71235,30.819,No Sirex
2016,-24.77478,30.86402,No Sirex
2016,-24.78509,30.885,No Sirex
2016,-24.78712,30.86963,No Sirex
2016,-24.832205,30.691669,No Sirex
2016,-24.840908,30.872602,No Sirex
2016,-24.86797,30.73274,No Sirex
2016,-24.88901,30.69787,No Sirex
2016,-24.92626,30.89964,No Sirex
2016,-24.93936,30.75575,No Sirex
2016,-24.93544,30.92406,No Sirex
2016,-24.94359,30.75921,No Sirex
2016,-24.96062,30.78522,No Sirex
2016,-24.95761,30.826533,No Sirex
2016,-24.97664,30.81819,No Sirex
2016,-25.01025,30.72217,No Sirex
2016,-25.00296,30.78829,No Sirex
2016,-25.02042,30.82495,No Sirex
2016,-25.02406,30.81224,No Sirex
2016,-25.04359,30.90687,No Sirex
2016,-25.04086,30.83993,No Sirex
2016,-25.03254,30.70461,No Sirex
2016,-25.04033,30.80775,No Sirex
2016,-25.05564,30.79819,No Sirex
2016,-25.07732,30.76264,No Sirex
2016,-25.06896,30.79131,No Sirex
2016,-25.08675,30.73113,No Sirex
2016,-25.24236,30.73771,No Sirex
2016,-25.1132,30.64837,No Sirex
2016,-25.11605,31.02264,No Sirex
2016,-25.22744,30.75339,No Sirex
2016,-25.20623,30.77712,No Sirex
2016,-25.18353,30.67466,No Sirex
2016,-25.18868,30.94403,No Sirex
2016,-25.18733,30.7295,No Sirex
2016,-25.20202,30.59091,No Sirex
2016,-25.19855,30.84661,No Sirex
2016,-25.2028,30.57112,No Sirex
2016,-25.19536,30.78695,No Sirex
2016,-25.21562,30.93389,No Sirex
2016,-25.21317,30.91029,No Sirex
2016,-25.22390468,30.6287844,No Sirex
2016,-25.23356,30.91395,No Sirex
2016,-25.24106,30.53821,No Sirex
2016,-25.25359,30.85853,No Sirex
