Id,x_m,y_m
3193,3413797.718,-3158915.321
3194,3417508.367,-3127636.926
3195,3419363.693,-3158915.321
3196,3424929.667,-3152654.033
3197,3428640.316,-3127636.926
3198,3430495.642,-3158915.321
3199,3432350.966,-3181897.547
3200,3441627.591,-3138055.284
3201,3445338.24,-3161003.043
3202,3452759.54,-3163091.079
3203,3458325.514,-3135970.993
3204,3456470.189,-3175625.889
3205,3460180.838,-3148481.404
3206,3465746.813,-3152654.033
3207,3471312.788,-3165179.427
3208,3471312.788,-3167268.09
3209,3473168.113,-3138055.284
3210,3475023.438,-3152654.033
3211,3480589.413,-3144310.023
3212,3480589.413,-3177716.125
3213,3473168.113,-3152654.033
3214,3493576.686,-3146395.557
3215,3504708.635,-3169357.068
3216,3508419.285,-3175625.889
3217,3512129.935,-3167268.09
3218,3515840.584,-3148481.404
3219,3515840.584,-3150567.563
3220,3515840.584,-3173535.966
3221,3519551.234,-3171446.359
3222,3523261.884,-3165179.427
3223,3539959.807,-3171446.359
3224,3525117.209,-3173535.966
3225,3532538.507,-3165179.427
3226,3534393.833,-3165179.427
3227,3539959.807,-3133887.011
3228,3541815.132,-3171446.359
3229,3549236.431,-3163091.079
3230,3551091.756,-3163091.079
3231,3556657.731,-3127636.926
3232,3562223.705,-3167268.09
3233,3560368.38,-3125554.184
3234,3560368.38,-3163091.079
3235,3562223.705,-3140139.886
3236,3562223.705,-3186080.233
3237,3569645.005,-3177716.125
3238,3573355.654,-3175625.889
3239,3578921.629,-3173535.966
3240,3580776.954,-3173535.966
3241,3582632.278,-3171446.359
3242,3582632.278,-3173535.966
3243,3586342.929,-3165179.427
3244,3584487.604,-3150567.563
3245,3603040.852,-3175625.889
3246,3608606.827,-3129719.978
3247,3621594.1,-3169357.068
3248,3627160.075,-3150567.563
3249,3629015.4,-3183988.732
3250,3645713.323,-3154740.817
3251,2870187.537,-3065287.922
3252,2853489.614,-3100585.285
3253,2853489.614,-3115145.096
3254,2888740.786,-3077735.808
3255,2862766.239,-3121389.623
3256,2864621.563,-3088117.371
3257,2868332.213,-3083963.835
3258,2860910.913,-3094349.956
3259,2872042.862,-3063214.33
3260,2872042.862,-3065287.922
3261,2873898.188,-3067361.815
3262,2873898.188,-3121389.623
3263,2877608.837,-3121389.623
3264,2877608.837,-3100585.285
3265,2875753.512,-3073585.305
3266,2885030.137,-3079811.514
3267,2885030.137,-3115145.096
3268,2890596.111,-3063214.33
3269,2888740.786,-3121389.623
3270,2894306.761,-3065287.922
3271,2892451.435,-3088117.371
3272,2894306.761,-3100585.285
3273,2896162.086,-3100585.285
3274,2898017.41,-3073585.305
3275,2899872.735,-3081887.524
3276,2905438.71,-3075660.406
3277,2916570.659,-3075660.406
3278,2905438.71,-3090194.594
3279,2916570.659,-3069436.01
3280,2916570.659,-3073585.305
3281,2916570.659,-3090194.594
3282,2916570.659,-3121389.623
3283,2920281.308,-3081887.524
3284,2922136.633,-3110983.616
3285,2896162.086,-3096428.093
3286,2929557.933,-3063214.33
3287,2929557.933,-3104743.698
3288,2933268.582,-3077735.808
3289,2933268.582,-3092272.123
3290,2940689.882,-3063214.33
3291,2940689.882,-3094349.956
3292,2949966.506,-3106823.365
3293,2951821.831,-3090194.594
3294,2951821.831,-3092272.123
3295,2964809.104,-3098506.536
3296,2966664.43,-3069436.01
3297,2968519.755,-3077735.808
3298,2968519.755,-3106823.365
3299,2968519.755,-3110983.616
3300,2968519.755,-3117226.297
3301,2968519.755,-3119307.807
3302,2975941.054,-3069436.01
3303,2975941.054,-3098506.536
3304,2977796.379,-3079811.514
3305,2981507.028,-3079811.514
3306,2981507.028,-3092272.123
3307,2985217.678,-3104743.698
3308,2985217.678,-3115145.096
3309,2987073.003,-3071510.506
3310,3011192.226,-3121389.623
3311,3011192.226,-3119307.807
3312,3013047.551,-3119307.807
3313,2990783.653,-3081887.524
3314,2990783.653,-3104743.698
3315,2996349.628,-3117226.297
3316,2994494.302,-3119307.807
3317,3001915.602,-3098506.536
3318,3003770.926,-3071510.506
3319,3003770.926,-3092272.123
3320,3005626.251,-3096428.093
3321,3009336.901,-3102664.338
3322,3016758.2,-3081887.524
3323,3013047.551,-3090194.594
3324,3013047.551,-3092272.123
3325,3013047.551,-3117226.297
3326,3014902.875,-3083963.835
3327,3014902.875,-3090194.594
3328,3018613.526,-3075660.406
3329,3016758.2,-3088117.371
3330,3013047.551,-3098506.536
3331,3016758.2,-3117226.297
3332,3018613.526,-3090194.594
3333,3018613.526,-3094349.956
3334,3020468.85,-3067361.815
3335,3020468.85,-3069436.01
3336,3020468.85,-3086040.451
3337,3026034.824,-3083963.835
3338,3029745.475,-3108903.336
3339,3031600.799,-3096428.093
3340,3035311.449,-3065287.922
3341,3039022.099,-3075660.406
3342,3039022.099,-3092272.123
3343,3048298.723,-3123471.749
3344,3050154.048,-3067361.815
3345,3052009.373,-3108903.336
3346,3057575.347,-3110983.616
3347,3059430.672,-3106823.365
3348,3064996.646,-3098506.536
3349,3066851.971,-3115145.096
3350,3070562.621,-3090194.594
3351,3072417.946,-3117226.297
3352,3076128.595,-3092272.123
3353,3081694.57,-3094349.956
3354,3081694.57,-3106823.365
3355,3087260.544,-3090194.594
3356,3090971.195,-3069436.01
3357,3094681.844,-3108903.336
3358,3096537.169,-3081887.524
3359,3098392.493,-3086040.451
3360,3096537.169,-3086040.451
3361,3098392.493,-3098506.536
3362,3096537.169,-3098506.536
3363,3100247.819,-3104743.698
3364,3100247.819,-3086040.451
3365,3100247.819,-3096428.093
3366,3100247.819,-3117226.297
3367,3103958.468,-3110983.616
3368,3103958.468,-3088117.371
3369,3105813.793,-3088117.371
3370,3105813.793,-3102664.338
3371,3105813.793,-3115145.096
3372,3107669.118,-3079811.514
3373,3107669.118,-3083963.835
3374,3107669.118,-3090194.594
3375,3107669.118,-3113064.203
3376,3107669.118,-3115145.096
3377,3103958.468,-3123471.749
3378,3109524.442,-3081887.524
3379,3113235.093,-3083963.835
3380,3111379.768,-3102664.338
3381,3118801.067,-3067361.815
3382,3120656.392,-3063214.33
3383,3120656.392,-3071510.506
3384,3120656.392,-3075660.406
3385,3122511.717,-3063214.33
3386,3129933.017,-3108903.336
3387,3133643.666,-3081887.524
3388,3139209.64,-3123471.749
3389,3142920.29,-3073585.305
3390,3142920.29,-3079811.514
3391,3148486.264,-3098506.536
3392,3152196.915,-3102664.338
3393,3163328.864,-3119307.807
3394,3161473.539,-3121389.623
3395,3161473.539,-3069436.01
3396,3167039.513,-3090194.594
3397,3165184.188,-3100585.285
3398,3174460.813,-3083963.835
3399,3174460.813,-3077735.808
3400,3174460.813,-3098506.536
3401,3176316.137,-3071510.506
3402,3176316.137,-3075660.406
3403,3181882.111,-3081887.524
3404,3181882.111,-3098506.536
3405,3183737.437,-3075660.406
3406,3189303.411,-3090194.594
3407,3189303.411,-3106823.365
3408,3198580.035,-3081887.524
3409,3200435.36,-3092272.123
3410,3200435.36,-3123471.749
3411,3200435.36,-3090194.594
3412,3204146.01,-3104743.698
3413,3206001.335,-3113064.203
3414,3207856.66,-3077735.808
3415,3209711.984,-3090194.594
3416,3211567.309,-3104743.698
3417,3211567.309,-3110983.616
3418,3213422.635,-3073585.305
3419,3218988.609,-3115145.096
3420,3220843.933,-3098506.536
3421,3222699.258,-3096428.093
3422,3224554.584,-3110983.616
3423,3222699.258,-3119307.807
3424,3228265.233,-3067361.815
3425,3226409.908,-3092272.123
3426,3226409.908,-3104743.698
3427,3228265.233,-3108903.336
3428,3230120.558,-3077735.808
3429,3230120.558,-3110983.616
3430,3231975.882,-3117226.297
3431,3233831.208,-3108903.336
3432,3237541.857,-3090194.594
3433,3235686.533,-3110983.616
3434,3241252.507,-3073585.305
3435,3241252.507,-3106823.365
3436,3241252.507,-3071510.506
3437,3246818.482,-3106823.365
3438,3243107.831,-3110983.616
3439,3244963.157,-3123471.749
3440,3246818.482,-3092272.123
3441,3248673.806,-3081887.524
3442,3248673.806,-3123471.749
3443,3250529.131,-3104743.698
3444,3252384.456,-3096428.093
3445,3252384.456,-3113064.203
3446,3254239.78,-3115145.096
3447,3256095.106,-3104743.698
3448,3256095.106,-3115145.096
3449,3256095.106,-3117226.297
3450,3257950.431,-3096428.093
3451,3261661.08,-3088117.371
3452,3267227.055,-3077735.808
3453,3265371.73,-3081887.524
3454,3265371.73,-3108903.336
3455,3269082.38,-3115145.096
3456,3267227.055,-3102664.338
3457,3269082.38,-3117226.297
3458,3272793.029,-3075660.406
3459,3272793.029,-3069436.01
3460,3274648.355,-3119307.807
3461,3274648.355,-3123471.749
3462,3276503.679,-3119307.807
3463,3278359.004,-3117226.297
3464,3282069.653,-3102664.338
3465,3285780.304,-3094349.956
3466,3289490.953,-3083963.835
3467,3289490.953,-3123471.749
3468,3291346.278,-3104743.698
3469,3293201.602,-3067361.815
3470,3293201.602,-3094349.956
3471,3293201.602,-3123471.749
3472,3295056.927,-3117226.297
3473,3296912.253,-3090194.594
3474,3296912.253,-3121389.623
3475,3302478.227,-3098506.536
3476,3308044.202,-3102664.338
3477,3309899.526,-3071510.506
3478,3311754.851,-3077735.808
3479,3317320.826,-3096428.093
3480,3321031.475,-3075660.406
3481,3321031.475,-3119307.807
3482,3328452.775,-3108903.336
3483,3324742.125,-3123471.749
3484,3326597.45,-3096428.093
3485,3332163.424,-3090194.594
3486,3332163.424,-3106823.365
3487,3334018.749,-3063214.33
3488,3334018.749,-3123471.749
3489,3335874.074,-3063214.33
3490,3337729.399,-3063214.33
3491,3337729.399,-3086040.451
3492,3335874.074,-3092272.123
3493,3337729.399,-3096428.093
3494,3337729.399,-3115145.096
3495,3341440.049,-3117226.297
3496,3341440.049,-3098506.536
3497,3347006.024,-3108903.336
3498,3347006.024,-3106823.365
3499,3348861.348,-3073585.305
3500,3348861.348,-3094349.956
3501,3352571.998,-3104743.698
3502,3361848.622,-3106823.365
3503,3363703.947,-3108903.336
3504,3367414.596,-3079811.514
3505,3369269.922,-3065287.922
3506,3365559.271,-3067361.815
3507,3372980.571,-3088117.371
3508,3372980.571,-3113064.203
3509,3382257.195,-3077735.808
3510,3385967.845,-3081887.524
3511,3385967.845,-3086040.451
3512,3385967.845,-3108903.336
3513,3385967.845,-3073585.305
3514,3391533.82,-3117226.297
3515,3397099.794,-3100585.285
3516,3402665.769,-3069436.01
3517,3404521.093,-3073585.305
3518,3404521.093,-3071510.506
3519,3406376.418,-3108903.336
3520,3404521.093,-3117226.297
3521,3410087.068,-3108903.336
3522,3410087.068,-3096428.093
3523,3413797.718,-3075660.406
3524,3419363.693,-3069436.01
3525,3415653.042,-3094349.956
3526,3417508.367,-3065287.922
3527,3421219.017,-3094349.956
3528,3423074.342,-3081887.524
3529,3426784.991,-3069436.01
3530,3428640.316,-3123471.749
3531,3436061.616,-3100585.285
3532,3436061.616,-3108903.336
3533,3437916.94,-3102664.338
3534,3439772.266,-3113064.203
3535,3439772.266,-3110983.616
3536,3441627.591,-3106823.365
3537,3441627.591,-3117226.297
3538,3447193.565,-3119307.807
3539,3458325.514,-3081887.524
3540,3469457.463,-3067361.815
3541,3469457.463,-3069436.01
3542,3473168.113,-3063214.33
3543,3484300.062,-3063214.33
3544,3484300.062,-3065287.922
3545,3488010.711,-3121389.623
3546,3499142.66,-3075660.406
3547,3500997.985,-3077735.808
3548,3502853.311,-3119307.807
3549,3504708.635,-3108903.336
3550,3515840.584,-3094349.956
3551,3523261.884,-3069436.01
3552,3526972.533,-3083963.835
3553,3523261.884,-3117226.297
3554,3536249.158,-3104743.698
3555,3541815.132,-3083963.835
3556,3552947.082,-3104743.698
3557,3554802.406,-3086040.451
3558,3554802.406,-3094349.956
3559,3554802.406,-3100585.285
3560,3554802.406,-3106823.365
3561,3554802.406,-3108903.336
3562,3558513.056,-3077735.808
3563,3590053.578,-3115145.096
3564,3597474.878,-3113064.203
3565,3643857.998,-3121389.623
3566,3645713.323,-3123471.749
3567,3654989.947,-3117226.297
3568,2881319.486,-3001145.328
3569,2883174.812,-3046636.405
3570,2886885.461,-3005274.977
3571,2892451.435,-3028009.094
3572,2899872.735,-3023872.96
3573,2903583.384,-3030077.606
3574,2905438.71,-3050779.089
3575,2912860.009,-3013537.8
3576,2912860.009,-3017670.978
3577,2912860.009,-3019738.01
3578,2920281.308,-3036284.923
3579,2918425.984,-3011471.652
3580,2925847.283,-3025940.88
3581,2927702.608,-3009405.799
3582,2927702.608,-3015604.241
3583,2929557.933,-3032146.415
3584,2929557.933,-3040424.621
3585,2929557.933,-3052850.878
3586,2946255.857,-3038354.624
3587,2918425.984,-3044565.513
3588,2935123.908,-3040424.621
3589,2942545.206,-3019738.01
3590,2942545.206,-3056995.359
3591,2940689.882,-3025940.88
3592,2951821.831,-3050779.089
3593,2955532.481,-3046636.405
3594,2964809.104,-3042494.918
3595,2962953.78,-3048707.597
3596,2970375.079,-3001145.328
3597,2972230.404,-3044565.513
3598,2974085.729,-3056995.359
3599,2975941.054,-3052850.878
3600,2985217.678,-3036284.923
3601,2985217.678,-3038354.624
3602,2990783.653,-3003210.005
3603,2992638.977,-3054922.969
3604,2996349.628,-3005274.977
3605,2994494.302,-3046636.405
3606,2998204.952,-3052850.878
3607,3000060.277,-3048707.597
3608,3001915.602,-3017670.978
3609,3003770.926,-3003210.005
3610,3003770.926,-3036284.923
3611,3003770.926,-3059068.048
3612,3009336.901,-3040424.621
3613,3013047.551,-3052850.878
3614,3020468.85,-3054922.969
3615,3016758.2,-3034215.52
3616,3020468.85,-3040424.621
3617,3018613.526,-3038354.624
3618,3022324.175,-3040424.621
3619,3016758.2,-3044565.513
3620,3022324.175,-3003210.005
3621,3024179.5,-3030077.606
3622,3022324.175,-3061141.039
3623,3024179.5,-3050779.089
3624,3022324.175,-3059068.048
3625,3037166.773,-3046636.405
3626,3048298.723,-3038354.624
3627,3048298.723,-3040424.621
3628,3048298.723,-3048707.597
3629,3052009.373,-3042494.918
3630,3052009.373,-3044565.513
3631,3052009.373,-3059068.048
3632,3053864.697,-3001145.328
3633,3055720.022,-3019738.01
3634,3053864.697,-3019738.01
3635,3059430.672,-3052850.878
3636,3061285.997,-3059068.048
3637,3063141.322,-3038354.624
3638,3063141.322,-3044565.513
3639,3064996.646,-3052850.878
3640,3066851.971,-3025940.88
3641,3072417.946,-3001145.328
3642,3070562.621,-3015604.241
3643,3070562.621,-3048707.597
3644,3076128.595,-3034215.52
3645,3077983.92,-3009405.799
3646,3081694.57,-3059068.048
3647,3085405.22,-3015604.241
3648,3085405.22,-3017670.978
3649,3085405.22,-3021805.337
3650,3085405.22,-3019738.01
3651,3087260.544,-3030077.606
3652,3090971.195,-3013537.8
3653,3090971.195,-3009405.799
3654,3090971.195,-3011471.652
3655,3092826.519,-3011471.652
3656,3089115.87,-3054922.969
3657,3094681.844,-3013537.8
3658,3094681.844,-3036284.923
3659,3096537.169,-3036284.923
3660,3092826.519,-3040424.621
3661,3096537.169,-3023872.96
3662,3098392.493,-3009405.799
3663,3098392.493,-3044565.513
3664,3102103.144,-3021805.337
3665,3102103.144,-3005274.977
3666,3102103.144,-3048707.597
3667,3103958.468,-3001145.328
3668,3103958.468,-3015604.241
3669,3103958.468,-3017670.978
3670,3105813.793,-3040424.621
3671,3105813.793,-3054922.969
3672,3107669.118,-3019738.01
3673,3107669.118,-3021805.337
3674,3107669.118,-3032146.415
3675,3109524.442,-3023872.96
3676,3113235.093,-3007340.242
3677,3111379.768,-3054922.969
3678,3113235.093,-3019738.01
3679,3115090.417,-3023872.96
3680,3113235.093,-3028009.094
3681,3113235.093,-3061141.039
3682,3113235.093,-3023872.96
3683,3115090.417,-3030077.606
3684,3116945.742,-3013537.8
3685,3116945.742,-3021805.337
3686,3116945.742,-3040424.621
3687,3118801.067,-3015604.241
3688,3118801.067,-3021805.337
3689,3118801.067,-3023872.96
3690,3118801.067,-3028009.094
3691,3118801.067,-3032146.415
3692,3122511.717,-2999080.943
3693,3120656.392,-3015604.241
3694,3120656.392,-3017670.978
3695,3120656.392,-3019738.01
3696,3120656.392,-3021805.337
3697,3120656.392,-3023872.96
3698,3120656.392,-3025940.88
3699,3120656.392,-3028009.094
3700,3118801.067,-3036284.923
3701,3120656.392,-3061141.039
3702,3122511.717,-3013537.8
3703,3122511.717,-3017670.978
3704,3122511.717,-3021805.337
3705,3122511.717,-3023872.96
3706,3122511.717,-3028009.094
3707,3124367.042,-3032146.415
3708,3124367.042,-3005274.977
3709,3124367.042,-3013537.8
3710,3124367.042,-3015604.241
3711,3124367.042,-3019738.01
3712,3124367.042,-3021805.337
3713,3124367.042,-3023872.96
3714,3124367.042,-3025940.88
3715,3126222.366,-3025940.88
3716,3124367.042,-3042494.918
3717,3126222.366,-3005274.977
3718,3126222.366,-3011471.652
3719,3126222.366,-3015604.241
3720,3126222.366,-3017670.978
3721,3126222.366,-3021805.337
3722,3126222.366,-3050779.089
3723,3126222.366,-3061141.039
3724,3128077.691,-3007340.242
3725,3128077.691,-3017670.978
3726,3128077.691,-3023872.96
3727,3128077.691,-3025940.88
3728,3128077.691,-3061141.039
3729,3128077.691,-3021805.337
3730,3129933.017,-3023872.96
3731,3129933.017,-3025940.88
3732,3131788.341,-3032146.415
3733,3131788.341,-3015604.241
3734,3131788.341,-3019738.01
3735,3131788.341,-3034215.52
3736,3133643.666,-3036284.923
3737,3135498.991,-3005274.977
3738,3133643.666,-3011471.652
3739,3131788.341,-3025940.88
3740,3133643.666,-3025940.88
3741,3133643.666,-3030077.606
3742,3135498.991,-3009405.799
3743,3135498.991,-3023872.96
3744,3133643.666,-3023872.96
3745,3135498.991,-3025940.88
3746,3135498.991,-3036284.923
3747,3139209.64,-3017670.978
3748,3137354.315,-3034215.52
3749,3139209.64,-3023872.96
3750,3139209.64,-3030077.606
3751,3144775.615,-3036284.923
3752,3141064.966,-3038354.624
3753,3141064.966,-3050779.089
3754,3142920.29,-3056995.359
3755,3142920.29,-3011471.652
3756,3142920.29,-3015604.241
3757,3142920.29,-3025940.88
3758,3144775.615,-3003210.005
3759,3144775.615,-3025940.88
3760,3144775.615,-3040424.621
3761,3154052.239,-3021805.337
3762,3150341.589,-3019738.01
3763,3150341.589,-3023872.96
3764,3152196.915,-3032146.415
3765,3152196.915,-3046636.405
3766,3150341.589,-3021805.337
3767,3155907.564,-3038354.624
3768,3155907.564,-3061141.039
3769,3157762.889,-3021805.337
3770,3159618.213,-3028009.094
3771,3157762.889,-3028009.094
3772,3157762.889,-3061141.039
3773,3157762.889,-3011471.652
3774,3159618.213,-3025940.88
3775,3161473.539,-3034215.52
3776,3163328.864,-3001145.328
3777,3163328.864,-3034215.52
3778,3172605.488,-3038354.624
3779,3165184.188,-3023872.96
3780,3165184.188,-3030077.606
3781,3167039.513,-3019738.01
3782,3167039.513,-3025940.88
3783,3167039.513,-3030077.606
3784,3167039.513,-3044565.513
3785,3168894.838,-3052850.878
3786,3168894.838,-3050779.089
3787,3170750.162,-3034215.52
3788,3178171.462,-3009405.799
3789,3178171.462,-3021805.337
3790,3178171.462,-3050779.089
3791,3183737.437,-3040424.621
3792,3183737.437,-3021805.337
3793,3187448.086,-3028009.094
3794,3191158.736,-3011471.652
3795,3193014.061,-3017670.978
3796,3193014.061,-3061141.039
3797,3194869.386,-3013537.8
3798,3194869.386,-3032146.415
3799,3194869.386,-3056995.359
3800,3196724.711,-3036284.923
3801,3198580.035,-3028009.094
3802,3200435.36,-3042494.918
3803,3202290.686,-3017670.978
3804,3204146.01,-3028009.094
3805,3204146.01,-3042494.918
3806,3207856.66,-3030077.606
3807,3207856.66,-3054922.969
3808,3211567.309,-3003210.005
3809,3211567.309,-3056995.359
3810,3217133.284,-3009405.799
3811,3220843.933,-3028009.094
3812,3220843.933,-3044565.513
3813,3226409.908,-3021805.337
3814,3230120.558,-3015604.241
3815,3231975.882,-3059068.048
3816,3231975.882,-3019738.01
3817,3233831.208,-3005274.977
3818,3235686.533,-3061141.039
3819,3237541.857,-3009405.799
3820,3239397.182,-3044565.513
3821,3239397.182,-3050779.089
3822,3243107.831,-3054922.969
3823,3244963.157,-3021805.337
3824,3246818.482,-3044565.513
3825,3246818.482,-3050779.089
3826,3248673.806,-3061141.039
3827,3250529.131,-3061141.039
3828,3252384.456,-3052850.878
3829,3254239.78,-2999080.943
3830,3254239.78,-3032146.415
3831,3254239.78,-3059068.048
3832,3257950.431,-3054922.969
3833,3259805.755,-3061141.039
3834,3263516.405,-3011471.652
3835,3265371.73,-3056995.359
3836,3265371.73,-3015604.241
3837,3269082.38,-3063214.33
3838,3274648.355,-3050779.089
3839,3278359.004,-3011471.652
3840,3278359.004,-3032146.415
3841,3280214.329,-3054922.969
3842,3280214.329,-3056995.359
3843,3283924.978,-3025940.88
3844,3282069.653,-3044565.513
3845,3282069.653,-3052850.878
3846,3282069.653,-3054922.969
3847,3285780.304,-3019738.01
3848,3289490.953,-3001145.328
3849,3291346.278,-3028009.094
3850,3295056.927,-3034215.52
3851,3296912.253,-3044565.513
3852,3296912.253,-3048707.597
3853,3298767.577,-3030077.606
3854,3300622.902,-3056995.359
3855,3302478.227,-3054922.969
3856,3302478.227,-3056995.359
3857,3302478.227,-3061141.039
3858,3304333.551,-3052850.878
3859,3306188.877,-3036284.923
3860,3308044.202,-3013537.8
3861,3308044.202,-3019738.01
3862,3308044.202,-3050779.089
3863,3313610.176,-3003210.005
3864,3313610.176,-3030077.606
3865,3315465.5,-3036284.923
3866,3313610.176,-3048707.597
3867,3315465.5,-3028009.094
3868,3315465.5,-3046636.405
3869,3321031.475,-3009405.799
3870,3319176.151,-3025940.88
3871,3324742.125,-3050779.089
3872,3328452.775,-3036284.923
3873,3334018.749,-3038354.624
3874,3332163.424,-3050779.089
3875,3332163.424,-3056995.359
3876,3339584.724,-3015604.241
3877,3337729.399,-3021805.337
3878,3337729.399,-3036284.923
3879,3345150.698,-3017670.978
3880,3345150.698,-3042494.918
3881,3350716.673,-3040424.621
3882,3352571.998,-3007340.242
3883,3352571.998,-3028009.094
3884,3352571.998,-3044565.513
3885,3356282.647,-3054922.969
3886,3361848.622,-3036284.923
3887,3361848.622,-3044565.513
3888,3363703.947,-3034215.52
3889,3365559.271,-3001145.328
3890,3365559.271,-3028009.094
3891,3369269.922,-3017670.978
3892,3372980.571,-3052850.878
3893,3374835.896,-3028009.094
3894,3378546.546,-3036284.923
3895,3380401.871,-3019738.01
3896,3380401.871,-3021805.337
3897,3380401.871,-3038354.624
3898,3382257.195,-3007340.242
3899,3384112.52,-3021805.337
3900,3382257.195,-3056995.359
3901,3387823.169,-3028009.094
3902,3387823.169,-3001145.328
3903,3391533.82,-3059068.048
3904,3391533.82,-3052850.878
3905,3395244.469,-3038354.624
3906,3397099.794,-3028009.094
3907,3406376.418,-3034215.52
3908,3410087.068,-3056995.359
3909,3411942.393,-3040424.621
3910,3415653.042,-3021805.337
3911,3413797.718,-3052850.878
3912,3415653.042,-3017670.978
3913,3426784.991,-3017670.978
3914,3428640.316,-3025940.88
3915,3432350.966,-3034215.52
3916,3434206.291,-3023872.96
3917,3443482.915,-3021805.337
3918,3449048.889,-3003210.005
3919,3450904.215,-3017670.978
3920,3449048.889,-3025940.88
3921,3449048.889,-3032146.415
3922,3456470.189,-3054922.969
3923,3462036.164,-3019738.01
3924,3462036.164,-3040424.621
3925,3465746.813,-3036284.923
3926,3465746.813,-3038354.624
3927,3467602.138,-3036284.923
3928,3467602.138,-3040424.621
3929,3465746.813,-3046636.405
3930,3471312.788,-3048707.597
3931,3471312.788,-3028009.094
3932,3473168.113,-3054922.969
3933,3488010.711,-3021805.337
3934,3491721.362,-3061141.039
3935,3493576.686,-3059068.048
3936,3493576.686,-3061141.039
3937,3502853.311,-3054922.969
3938,3504708.635,-3054922.969
3939,3508419.285,-3042494.918
3940,3513985.26,-3023872.96
3941,3510274.609,-3046636.405
3942,3512129.935,-3007340.242
3943,3512129.935,-3044565.513
3944,3515840.584,-3050779.089
3945,3519551.234,-3025940.88
3946,3523261.884,-3040424.621
3947,3534393.833,-3011471.652
3948,3538104.482,-3048707.597
3949,3539959.807,-3003210.005
3950,3539959.807,-3023872.96
3951,3541815.132,-3009405.799
3952,3543670.457,-3009405.799
3953,3551091.756,-3009405.799
3954,3551091.756,-3023872.96
3955,3551091.756,-3019738.01
3956,3556657.731,-3059068.048
3957,3571500.329,-3030077.606
3958,2864621.563,-2972270.502
3959,2864621.563,-2953738.124
3960,2870187.537,-2959912.989
3961,2870187.537,-2988763.409
3962,2870187.537,-2994953.053
3963,2872042.862,-2947565.844
3964,2872042.862,-2988763.409
3965,2873898.188,-2955796.125
3966,2875753.512,-2997016.851
3967,2875753.512,-2964031.006
3968,2877608.837,-2968150.176
3969,2877608.837,-2978453.163
3970,2877608.837,-2988763.409
3971,2877608.837,-2976391.987
3972,2885030.137,-2939340.148
3973,2886885.461,-2953738.124
3974,2890596.111,-2968150.176
3975,2894306.761,-2972270.502
3976,2896162.086,-2988763.409
3977,2898017.41,-2947565.844
3978,2898017.41,-2961971.853
3979,2899872.735,-2974331.099
3980,2903583.384,-2941396.142
3981,2903583.384,-2943452.424
3982,2903583.384,-2949622.984
3983,2901728.06,-2953738.124
3984,2905438.71,-2999080.943
3985,2909149.359,-2968150.176
3986,2911004.684,-2980514.631
3987,2912860.009,-2941396.142
3988,2911004.684,-2964031.006
3989,2918425.984,-2959912.989
3990,2920281.308,-2945508.992
3991,2920281.308,-2947565.844
3992,2922136.633,-2961971.853
3993,2927702.608,-2968150.176
3994,2927702.608,-2943452.424
3995,2929557.933,-2970210.195
3996,2931413.257,-2968150.176
3997,2938834.557,-2947565.844
3998,2940689.882,-2949622.984
3999,2948111.181,-2955796.125
4000,2942545.206,-2970210.195
4001,2946255.857,-2976391.987
4002,2946255.857,-2953738.124
4003,2955532.481,-2997016.851
4004,2957387.806,-2968150.176
4005,2957387.806,-2988763.409
4006,2961098.455,-2997016.851
4007,2966664.43,-2980514.631
4008,2968519.755,-2947565.844
4009,2968519.755,-2999080.943
4010,2970375.079,-2951680.411
4011,2970375.079,-2955796.125
4012,2970375.079,-2994953.053
4013,2975941.054,-2978453.163
4014,2977796.379,-2964031.006
4015,2981507.028,-2953738.124
4016,2983362.353,-2972270.502
4017,2985217.678,-2992889.546
4018,2987073.003,-2955796.125
4019,2992638.977,-2999080.943
4020,2994494.302,-2982576.389
4021,2996349.628,-2978453.163
4022,2996349.628,-2980514.631
4023,3000060.277,-2939340.148
4024,3001915.602,-2953738.124
4025,3011192.226,-2986700.778
4026,3013047.551,-2978453.163
4027,3011192.226,-2997016.851
4028,3026034.824,-2970210.195
4029,3026034.824,-2968150.176
4030,3026034.824,-2957854.414
4031,3026034.824,-2964031.006
4032,3027890.15,-2959912.989
4033,3029745.475,-2966090.446
4034,3033456.124,-2957854.414
4035,3031600.799,-2966090.446
4036,3031600.799,-2972270.502
4037,3031600.799,-2994953.053
4038,3033456.124,-2974331.099
4039,3035311.449,-2953738.124
4040,3035311.449,-2972270.502
4041,3035311.449,-2976391.987
4042,3035311.449,-2988763.409
4043,3039022.099,-2972270.502
4044,3037166.773,-2994953.053
4045,3039022.099,-2964031.006
4046,3037166.773,-2966090.446
4047,3037166.773,-2972270.502
4048,3039022.099,-2980514.631
4049,3039022.099,-2988763.409
4050,3044588.073,-2945508.992
4051,3040877.424,-2999080.943
4052,3042732.748,-2959912.989
4053,3046443.398,-2999080.943
4054,3044588.073,-2961971.853
4055,3048298.723,-2978453.163
4056,3050154.048,-2972270.502
4057,3050154.048,-2984638.437
4058,3057575.347,-2982576.389
4059,3059430.672,-2959912.989
4060,3059430.672,-2968150.176
4061,3061285.997,-2970210.195
4062,3061285.997,-2974331.099
4063,3059430.672,-2999080.943
4064,3064996.646,-2939340.148
4065,3066851.971,-2994953.053
4066,3066851.971,-2982576.389
