Id,x_m,y_m
1590,3274648.355,-3465045.635
1591,3278359.004,-3458639.477
1592,3278359.004,-3471454.982
1593,3280214.329,-3497124.427
1594,3282069.653,-3471454.982
1595,3285780.304,-3462909.894
1596,3285780.304,-3486422.575
1597,3287635.628,-3462909.894
1598,3285780.304,-3471454.982
1599,3295056.927,-3443704.134
1600,3295056.927,-3467181.729
1601,3293201.602,-3475729.656
1602,3300622.902,-3441571.922
1603,3302478.227,-3488562.229
1604,3306188.877,-3462909.894
1605,3306188.877,-3441571.922
1606,3308044.202,-3456504.798
1607,3311754.851,-3486422.575
1608,3313610.176,-3480005.754
1609,3315465.5,-3480005.754
1610,3319176.151,-3445836.698
1611,3321031.475,-3494983.34
1612,3321031.475,-3503549.844
1613,3324742.125,-3452236.501
1614,3326597.45,-3443704.134
1615,3326597.45,-3486422.575
1616,3326597.45,-3494983.34
1617,3334018.749,-3494983.34
1618,3335874.074,-3497124.427
1619,3335874.074,-3503549.844
1620,3339584.724,-3501407.678
1621,3341440.049,-3443704.134
1622,3372980.571,-3445836.698
1623,3347006.024,-3454370.474
1624,3348861.348,-3467181.729
1625,3348861.348,-3477867.527
1626,3385967.845,-3452236.501
1627,3352571.998,-3447969.614
1628,3352571.998,-3473592.142
1629,3354427.322,-3452236.501
1630,3354427.322,-3471454.982
1631,3358137.973,-3471454.982
1632,3361848.622,-3501407.678
1633,3365559.271,-3441571.922
1634,3369269.922,-3486422.575
1635,3371125.246,-3443704.134
1636,3371125.246,-3445836.698
1637,3372980.571,-3447969.614
1638,3372980.571,-3456504.798
1639,3374835.896,-3488562.229
1640,3374835.896,-3494983.34
1641,3376691.22,-3450102.881
1642,3376691.22,-3454370.474
1643,3376691.22,-3471454.982
1644,3376691.22,-3473592.142
1645,3376691.22,-3482144.337
1646,3378546.546,-3447969.614
1647,3378546.546,-3450102.881
1648,3380401.871,-3445836.698
1649,3382257.195,-3452236.501
1650,3385967.845,-3467181.729
1651,3382257.195,-3469318.178
1652,3382257.195,-3473592.142
1653,3384112.52,-3460774.509
1654,3384112.52,-3471454.982
1655,3385967.845,-3497124.427
1656,3385967.845,-3460774.509
1657,3387823.169,-3452236.501
1658,3389678.495,-3447969.614
1659,3389678.495,-3452236.501
1660,3391533.82,-3443704.134
1661,3391533.82,-3477867.527
1662,3391533.82,-3480005.754
1663,3393389.144,-3471454.982
1664,3393389.144,-3480005.754
1665,3395244.469,-3477867.527
1666,3395244.469,-3482144.337
1667,3395244.469,-3494983.34
1668,3397099.794,-3469318.178
1669,3397099.794,-3486422.575
1670,3397099.794,-3499265.874
1671,3397099.794,-3441571.922
1672,3398955.119,-3445836.698
1673,3398955.119,-3488562.229
1674,3400810.444,-3467181.729
1675,3400810.444,-3475729.656
1676,3400810.444,-3477867.527
1677,3402665.769,-3488562.229
1678,3408231.743,-3450102.881
1679,3408231.743,-3456504.798
1680,3410087.068,-3499265.874
1681,3410087.068,-3503549.844
1682,3411942.393,-3501407.678
1683,3413797.718,-3469318.178
1684,3436061.616,-3465045.635
1685,3419363.693,-3484283.277
1686,3419363.693,-3501407.678
1687,3421219.017,-3469318.178
1688,3424929.667,-3475729.656
1689,3432350.966,-3473592.142
1690,3432350.966,-3475729.656
1691,3432350.966,-3477867.527
1692,3434206.291,-3477867.527
1693,3436061.616,-3480005.754
1694,3437916.94,-3482144.337
1695,3437916.94,-3486422.575
1696,3439772.266,-3494983.34
1697,3443482.915,-3477867.527
1698,3441627.591,-3488562.229
1699,3441627.591,-3445836.698
1700,3443482.915,-3454370.474
1701,3443482.915,-3492842.612
1702,3445338.24,-3499265.874
1703,3449048.889,-3467181.729
1704,3449048.889,-3484283.277
1705,3449048.889,-3488562.229
1706,3450904.215,-3465045.635
1707,3450904.215,-3467181.729
1708,3450904.215,-3473592.142
1709,3450904.215,-3480005.754
1710,3450904.215,-3484283.277
1711,3450904.215,-3490702.241
1712,3452759.54,-3460774.509
1713,3452759.54,-3467181.729
1714,3452759.54,-3490702.241
1715,3452759.54,-3475729.656
1716,3452759.54,-3480005.754
1717,3452759.54,-3482144.337
1718,3452759.54,-3486422.575
1719,3454614.864,-3460774.509
1720,3454614.864,-3465045.635
1721,3454614.864,-3467181.729
1722,3454614.864,-3484283.277
1723,3456470.189,-3454370.474
1724,3456470.189,-3456504.798
1725,3456470.189,-3465045.635
1726,3456470.189,-3467181.729
1727,3456470.189,-3486422.575
1728,3456470.189,-3488562.229
1729,3458325.514,-3447969.614
1730,3458325.514,-3456504.798
1731,3458325.514,-3460774.509
1732,3458325.514,-3467181.729
1733,3458325.514,-3471454.982
1734,3460180.838,-3452236.501
1735,3460180.838,-3454370.474
1736,3460180.838,-3458639.477
1737,3460180.838,-3462909.894
1738,3462036.164,-3454370.474
1739,3462036.164,-3467181.729
1740,3465746.813,-3441571.922
1741,3465746.813,-3445836.698
1742,3465746.813,-3447969.614
1743,3469457.463,-3450102.881
1744,3471312.788,-3443704.134
1745,2931413.257,-3435177.391
1746,2940689.882,-3439440.061
1747,2948111.181,-3418140.695
1748,2959243.13,-3420269.061
1749,2961098.455,-3409630.706
1750,2962953.78,-3435177.391
1751,2964809.104,-3401126.264
1752,2968519.755,-3377767.5
1753,2970375.079,-3407504.076
1754,2972230.404,-3396876.118
1755,2970375.079,-3426656.25
1756,2970375.079,-3437308.55
1757,2979651.704,-3382011.455
1758,2977796.379,-3390503.484
1759,2979651.704,-3433046.581
1760,2979651.704,-3439440.061
1761,2985217.678,-3411757.682
1762,2987073.003,-3390503.484
1763,2987073.003,-3413885.006
1764,2988928.328,-3403251.856
1765,2990783.653,-3411757.682
1766,2992638.977,-3437308.55
1767,2994494.302,-3384133.948
1768,2994494.302,-3416012.677
1769,2994494.302,-3435177.391
1770,2996349.628,-3405377.792
1771,2996349.628,-3422397.776
1772,3000060.277,-3379889.305
1773,3000060.277,-3390503.484
1774,3000060.277,-3409630.706
1775,3000060.277,-3424526.838
1776,3000060.277,-3430916.121
1777,3001915.602,-3379889.305
1778,3001915.602,-3413885.006
1779,3003770.926,-3407504.076
1780,3005626.251,-3386256.782
1781,3007481.577,-3411757.682
1782,3007481.577,-3405377.792
1783,3009336.901,-3430916.121
1784,3009336.901,-3384133.948
1785,3009336.901,-3399001.018
1786,3009336.901,-3401126.264
1787,3009336.901,-3411757.682
1788,3009336.901,-3433046.581
1789,3011192.226,-3411757.682
1790,3013047.551,-3401126.264
1791,3014902.875,-3418140.695
1792,3014902.875,-3420269.061
1793,3014902.875,-3377767.5
1794,3016758.2,-3422397.776
1795,3016758.2,-3390503.484
1796,3018613.526,-3416012.677
1797,3020468.85,-3399001.018
1798,3022324.175,-3413885.006
1799,3022324.175,-3401126.264
1800,3024179.5,-3409630.706
1801,3026034.824,-3379889.305
1802,3022324.175,-3399001.018
1803,3024179.5,-3401126.264
1804,3024179.5,-3430916.121
1805,3027890.15,-3403251.856
1806,3026034.824,-3405377.792
1807,3026034.824,-3407504.076
1808,3027890.15,-3409630.706
1809,3029745.475,-3403251.856
1810,3031600.799,-3399001.018
1811,3029745.475,-3420269.061
1812,3035311.449,-3399001.018
1813,3037166.773,-3390503.484
1814,3037166.773,-3416012.677
1815,3040877.424,-3396876.118
1816,3039022.099,-3433046.581
1817,3044588.073,-3382011.455
1818,3044588.073,-3403251.856
1819,3044588.073,-3433046.581
1820,3046443.398,-3426656.25
1821,3048298.723,-3405377.792
1822,3046443.398,-3437308.55
1823,3053864.697,-3384133.948
1824,3053864.697,-3396876.118
1825,3055720.022,-3396876.118
1826,3055720.022,-3388379.961
1827,3059430.672,-3401126.264
1828,3059430.672,-3403251.856
1829,3059430.672,-3416012.677
1830,3061285.997,-3413885.006
1831,3064996.646,-3418140.695
1832,3064996.646,-3394751.562
1833,3064996.646,-3399001.018
1834,3066851.971,-3399001.018
1835,3066851.971,-3403251.856
1836,3066851.971,-3428786.012
1837,3070562.621,-3382011.455
1838,3077983.92,-3386256.782
1839,3077983.92,-3379889.305
1840,3079839.246,-3379889.305
1841,3079839.246,-3420269.061
1842,3087260.544,-3394751.562
1843,3089115.87,-3394751.562
1844,3087260.544,-3433046.581
1845,3103958.468,-3401126.264
1846,3168894.838,-3418140.695
1847,3185592.762,-3439440.061
1848,3191158.736,-3430916.121
1849,3196724.711,-3396876.118
1850,3213422.635,-3430916.121
1851,3237541.857,-3386256.782
1852,3237541.857,-3411757.682
1853,3272793.029,-3382011.455
1854,3278359.004,-3392627.35
1855,3278359.004,-3405377.792
1856,3283924.978,-3418140.695
1857,3285780.304,-3409630.706
1858,3283924.978,-3439440.061
1859,3296912.253,-3379889.305
1860,3298767.577,-3377767.5
1861,3296912.253,-3416012.677
1862,3300622.902,-3379889.305
1863,3302478.227,-3426656.25
1864,3306188.877,-3439440.061
1865,3308044.202,-3418140.695
1866,3311754.851,-3420269.061
1867,3319176.151,-3394751.562
1868,3322886.8,-3405377.792
1869,3324742.125,-3377767.5
1870,3324742.125,-3396876.118
1871,3326597.45,-3396876.118
1872,3326597.45,-3424526.838
1873,3330308.1,-3428786.012
1874,3334018.749,-3430916.121
1875,3337729.399,-3386256.782
1876,3339584.724,-3386256.782
1877,3339584.724,-3422397.776
1878,3339584.724,-3401126.264
1879,3337729.399,-3420269.061
1880,3341440.049,-3379889.305
1881,3343295.373,-3403251.856
1882,3343295.373,-3426656.25
1883,3345150.698,-3407504.076
1884,3348861.348,-3399001.018
1885,3347006.024,-3420269.061
1886,3347006.024,-3426656.25
1887,3348861.348,-3428786.012
1888,3348861.348,-3433046.581
1889,3350716.673,-3430916.121
1890,3354427.322,-3413885.006
1891,3352571.998,-3420269.061
1892,3356282.647,-3382011.455
1893,3356282.647,-3433046.581
1894,3359993.297,-3394751.562
1895,3358137.973,-3428786.012
1896,3363703.947,-3435177.391
1897,3369269.922,-3433046.581
1898,3371125.246,-3403251.856
1899,3372980.571,-3422397.776
1900,3374835.896,-3416012.677
1901,3376691.22,-3433046.581
1902,3378546.546,-3399001.018
1903,3378546.546,-3430916.121
1904,3380401.871,-3411757.682
1905,3385967.845,-3422397.776
1906,3382257.195,-3430916.121
1907,3385967.845,-3388379.961
1908,3385967.845,-3426656.25
1909,3387823.169,-3426656.25
1910,3387823.169,-3428786.012
1911,3385967.845,-3430916.121
1912,3361848.622,-3439440.061
1913,3397099.794,-3420269.061
1914,3397099.794,-3424526.838
1915,3398955.119,-3433046.581
1916,3400810.444,-3430916.121
1917,3402665.769,-3437308.55
1918,3402665.769,-3439440.061
1919,3406376.418,-3384133.948
1920,3406376.418,-3405377.792
1921,3406376.418,-3435177.391
1922,3408231.743,-3379889.305
1923,3408231.743,-3394751.562
1924,3408231.743,-3405377.792
1925,3408231.743,-3428786.012
1926,3408231.743,-3439440.061
1927,3410087.068,-3394751.562
1928,3411942.393,-3382011.455
1929,3411942.393,-3418140.695
1930,3413797.718,-3401126.264
1931,3415653.042,-3420269.061
1932,3415653.042,-3437308.55
1933,3417508.367,-3388379.961
1934,3421219.017,-3394751.562
1935,3421219.017,-3428786.012
1936,3423074.342,-3437308.55
1937,3424929.667,-3422397.776
1938,3426784.991,-3377767.5
1939,3426784.991,-3428786.012
1940,3430495.642,-3384133.948
1941,3430495.642,-3424526.838
1942,3441627.591,-3386256.782
1943,3441627.591,-3377767.5
1944,3443482.915,-3379889.305
1945,3443482.915,-3382011.455
1946,3445338.24,-3424526.838
1947,3454614.864,-3392627.35
1948,3456470.189,-3428786.012
1949,3458325.514,-3396876.118
1950,3460180.838,-3437308.55
1951,3463891.489,-3418140.695
1952,3463891.489,-3413885.006
1953,3465746.813,-3422397.776
1954,3467602.138,-3401126.264
1955,3469457.463,-3403251.856
1956,3471312.788,-3407504.076
1957,3471312.788,-3439440.061
1958,3473168.113,-3411757.682
1959,3473168.113,-3433046.581
1960,3475023.438,-3424526.838
1961,3476878.762,-3401126.264
1962,3476878.762,-3413885.006
1963,3476878.762,-3439440.061
1964,3478734.087,-3407504.076
1965,3478734.087,-3413885.006
1966,3480589.413,-3424526.838
1967,3482444.737,-3418140.695
1968,3482444.737,-3420269.061
1969,3484300.062,-3420269.061
1970,3488010.711,-3409630.706
1971,3493576.686,-3394751.562
1972,3493576.686,-3409630.706
1973,3497287.336,-3401126.264
1974,3497287.336,-3407504.076
1975,3500997.985,-3399001.018
1976,3502853.311,-3386256.782
1977,3502853.311,-3388379.961
1978,3504708.635,-3405377.792
1979,3506563.96,-3403251.856
1980,3508419.285,-3379889.305
1981,3510274.609,-3382011.455
1982,3515840.584,-3379889.305
1983,3513985.26,-3392627.35
1984,3525117.209,-3379889.305
1985,3526972.533,-3377767.5
1986,2974085.729,-3369283.693
1987,2981507.028,-3354450.156
1988,2985217.678,-3369283.693
1989,2992638.977,-3356568.214
1990,2996349.628,-3356568.214
1991,2994494.302,-3362924.422
1992,3001915.602,-3345981.318
1993,3003770.926,-3324832.841
1994,3005626.251,-3341748.927
1995,3007481.577,-3314271.188
1996,3011192.226,-3331173.852
1997,3014902.875,-3333288.194
1998,3011192.226,-3343864.954
1999,3013047.551,-3367163.595
2000,3013047.551,-3369283.693
2001,3014902.875,-3354450.156
2002,3014902.875,-3375646.035
2003,3014902.875,-3316382.85
2004,3016758.2,-3329059.846
2005,3016758.2,-3335402.872
2006,3016758.2,-3362924.422
2007,3018613.526,-3356568.214
2008,3022324.175,-3358686.61
2009,3022324.175,-3341748.927
2010,3026034.824,-3318494.846
2011,3027890.15,-3314271.188
2012,3031600.799,-3333288.194
2013,3031600.799,-3343864.954
2014,3031600.799,-3348098.019
2015,3031600.799,-3350215.06
2016,3029745.475,-3362924.422
2017,3031600.799,-3367163.595
2018,3033456.124,-3331173.852
2019,3033456.124,-3335402.872
2020,3039022.099,-3373524.912
2021,3040877.424,-3350215.06
2022,3044588.073,-3335402.872
2023,3048298.723,-3343864.954
2024,3050154.048,-3326946.176
2025,3050154.048,-3375646.035
2026,3053864.697,-3333288.194
2027,3053864.697,-3354450.156
2028,3055720.022,-3322719.841
2029,3055720.022,-3324832.841
2030,3055720.022,-3369283.693
2031,3057575.347,-3350215.06
2032,3057575.347,-3362924.422
2033,3061285.997,-3333288.194
2034,3063141.322,-3322719.841
2035,3064996.646,-3326946.176
2036,3061285.997,-3352332.439
2037,3066851.971,-3320607.177
2038,3066851.971,-3362924.422
2039,3068707.297,-3369283.693
2040,3068707.297,-3339633.239
2041,3068707.297,-3341748.927
2042,3070562.621,-3362924.422
2043,3068707.297,-3365043.839
2044,3066851.971,-3371404.133
2045,3072417.946,-3326946.176
2046,3072417.946,-3345981.318
2047,3072417.946,-3352332.439
2048,3072417.946,-3360805.345
2049,3072417.946,-3375646.035
2050,3076128.595,-3362924.422
2051,3076128.595,-3371404.133
2052,3077983.92,-3331173.852
2053,3077983.92,-3345981.318
2054,3081694.57,-3322719.841
2055,3081694.57,-3341748.927
2056,3083549.895,-3367163.595
2057,3083549.895,-3373524.912
2058,3085405.22,-3354450.156
2059,3085405.22,-3369283.693
2060,3087260.544,-3341748.927
2061,3087260.544,-3358686.61
2062,3087260.544,-3360805.345
2063,3087260.544,-3369283.693
2064,3089115.87,-3320607.177
2065,3092826.519,-3335402.872
2066,3094681.844,-3326946.176
2067,3096537.169,-3341748.927
2068,3100247.819,-3341748.927
2069,3100247.819,-3358686.61
2070,3102103.144,-3329059.846
2071,3103958.468,-3337517.887
2072,3103958.468,-3358686.61
2073,3107669.118,-3337517.887
2074,3109524.442,-3348098.019
2075,3111379.768,-3337517.887
2076,3113235.093,-3333288.194
2077,3113235.093,-3343864.954
2078,3116945.742,-3324832.841
2079,3116945.742,-3331173.852
2080,3116945.742,-3348098.019
2081,3120656.392,-3337517.887
2082,3120656.392,-3341748.927
2083,3122511.717,-3360805.345
2084,3124367.042,-3314271.188
2085,3124367.042,-3335402.872
2086,3126222.366,-3341748.927
2087,3128077.691,-3316382.85
2088,3128077.691,-3331173.852
2089,3135498.991,-3375646.035
2090,3139209.64,-3314271.188
2091,3139209.64,-3326946.176
2092,3142920.29,-3335402.872
2093,3144775.615,-3345981.318
2094,3148486.264,-3326946.176
2095,3150341.589,-3331173.852
2096,3152196.915,-3320607.177
2097,3155907.564,-3335402.872
2098,3157762.889,-3322719.841
2099,3157762.889,-3329059.846
2100,3159618.213,-3324832.841
2101,3161473.539,-3318494.846
2102,3163328.864,-3314271.188
2103,3163328.864,-3318494.846
2104,3165184.188,-3318494.846
2105,3167039.513,-3314271.188
2106,3168894.838,-3343864.954
2107,3170750.162,-3316382.85
2108,3174460.813,-3316382.85
2109,3176316.137,-3314271.188
2110,3185592.762,-3314271.188
2111,3185592.762,-3339633.239
2112,3187448.086,-3320607.177
2113,3193014.061,-3314271.188
2114,3194869.386,-3362924.422
2115,3200435.36,-3322719.841
2116,3202290.686,-3322719.841
2117,3204146.01,-3314271.188
2118,3206001.335,-3316382.85
2119,3207856.66,-3322719.841
2120,3209711.984,-3326946.176
2121,3211567.309,-3333288.194
2122,3211567.309,-3326946.176
2123,3215277.959,-3331173.852
2124,3222699.258,-3337517.887
2125,3224554.584,-3329059.846
2126,3228265.233,-3316382.85
2127,3231975.882,-3333288.194
2128,3243107.831,-3339633.239
2129,3244963.157,-3337517.887
2130,3250529.131,-3369283.693
2131,3254239.78,-3337517.887
2132,3254239.78,-3369283.693
2133,3254239.78,-3373524.912
2134,3256095.106,-3348098.019
2135,3256095.106,-3369283.693
2136,3259805.755,-3339633.239
2137,3259805.755,-3352332.439
2138,3263516.405,-3343864.954
2139,3265371.73,-3350215.06
2140,3267227.055,-3314271.188
2141,3267227.055,-3335402.872
2142,3267227.055,-3341748.927
2143,3269082.38,-3345981.318
2144,3270937.704,-3350215.06
2145,3272793.029,-3333288.194
2146,3278359.004,-3354450.156
2147,3278359.004,-3329059.846
2148,3280214.329,-3348098.019
2149,3278359.004,-3362924.422
2150,3280214.329,-3360805.345
2151,3280214.329,-3365043.839
2152,3283924.978,-3318494.846
2153,3283924.978,-3367163.595
2154,3282069.653,-3377767.5
2155,3285780.304,-3329059.846
2156,3285780.304,-3358686.61
2157,3289490.953,-3312159.86
2158,3287635.628,-3356568.214
2159,3289490.953,-3326946.176
2160,3289490.953,-3365043.839
2161,3293201.602,-3356568.214
2162,3296912.253,-3367163.595
2163,3300622.902,-3362924.422
2164,3302478.227,-3314271.188
2165,3302478.227,-3324832.841
2166,3300622.902,-3326946.176
2167,3304333.551,-3324832.841
2168,3304333.551,-3358686.61
2169,3308044.202,-3343864.954
2170,3306188.877,-3350215.06
2171,3306188.877,-3371404.133
2172,3311754.851,-3318494.846
2173,3311754.851,-3352332.439
2174,3313610.176,-3320607.177
2175,3315465.5,-3318494.846
2176,3313610.176,-3348098.019
2177,3317320.826,-3320607.177
2178,3319176.151,-3341748.927
2179,3319176.151,-3352332.439
2180,3319176.151,-3369283.693
2181,3321031.475,-3331173.852
2182,3322886.8,-3345981.318
2183,3324742.125,-3354450.156
2184,3324742.125,-3375646.035
2185,3324742.125,-3320607.177
2186,3337729.399,-3318494.846
2187,3347006.024,-3320607.177
2188,3347006.024,-3358686.61
2189,3348861.348,-3354450.156
2190,3348861.348,-3356568.214
2191,3369269.922,-3369283.693
2192,3380401.871,-3369283.693
2193,3380401.871,-3371404.133
2194,3382257.195,-3371404.133
2195,3384112.52,-3316382.85
2196,3385967.845,-3318494.846
2197,3387823.169,-3314271.188
2198,3387823.169,-3318494.846
2199,3389678.495,-3343864.954
2200,3393389.144,-3350215.06
2201,3397099.794,-3371404.133
2202,3398955.119,-3331173.852
2203,3408231.743,-3341748.927
2204,3415653.042,-3356568.214
2205,3415653.042,-3369283.693
2206,3417508.367,-3373524.912
2207,3423074.342,-3367163.595
2208,3421219.017,-3375646.035
2209,3424929.667,-3367163.595
2210,3426784.991,-3360805.345
2211,3428640.316,-3339633.239
2212,3432350.966,-3369283.693
2213,3434206.291,-3371404.133
2214,3437916.94,-3329059.846
2215,3436061.616,-3371404.133
2216,3439772.266,-3371404.133
2217,3437916.94,-3331173.852
2218,3441627.591,-3331173.852
2219,3450904.215,-3326946.176
2220,3450904.215,-3335402.872
2221,3463891.489,-3326946.176
2222,3476878.762,-3314271.188
2223,3478734.087,-3358686.61
2224,3484300.062,-3343864.954
2225,3484300.062,-3362924.422
2226,3491721.362,-3320607.177
2227,3493576.686,-3324832.841
2228,3493576.686,-3326946.176
2229,3493576.686,-3354450.156
2230,3495432.011,-3322719.841
2231,3495432.011,-3356568.214
2232,3497287.336,-3333288.194
2233,3497287.336,-3358686.61
2234,3499142.66,-3358686.61
2235,3502853.311,-3360805.345
2236,3502853.311,-3362924.422
2237,3508419.285,-3343864.954
2238,3510274.609,-3339633.239
2239,3512129.935,-3339633.239
2240,3515840.584,-3341748.927
2241,3519551.234,-3339633.239
2242,3521406.558,-3335402.872
2243,3525117.209,-3337517.887
2244,3526972.533,-3367163.595
2245,3528827.858,-3367163.595
2246,3534393.833,-3318494.846
2247,3534393.833,-3324832.841
2248,3534393.833,-3369283.693
2249,3536249.158,-3341748.927
2250,3536249.158,-3365043.839
2251,3536249.158,-3329059.846
2252,3538104.482,-3331173.852
2253,3539959.807,-3362924.422
2254,3543670.457,-3360805.345
2255,3547381.107,-3320607.177
2256,3549236.431,-3345981.318
2257,3549236.431,-3354450.156
2258,3549236.431,-3356568.214
2259,3551091.756,-3322719.841
2260,3551091.756,-3333288.194
2261,3551091.756,-3343864.954
2262,3551091.756,-3358686.61
2263,3554802.406,-3326946.176
2264,3552947.082,-3343864.954
2265,3552947.082,-3345981.318
2266,3552947.082,-3350215.06
2267,3558513.056,-3337517.887
2268,3558513.056,-3339633.239
2269,3564079.031,-3326946.176
2270,3564079.031,-3348098.019
2271,3565934.355,-3326946.176
2272,3565934.355,-3339633.239
2273,3571500.329,-3329059.846
2274,3575210.98,-3322719.841
2275,3573355.654,-3348098.019
2276,3575210.98,-3339633.239
2277,3577066.304,-3314271.188
2278,3578921.629,-3314271.188
2279,3582632.278,-3316382.85
2280,3582632.278,-3324832.841
2281,3582632.278,-3329059.846
2282,3584487.604,-3324832.841
2283,3584487.604,-3326946.176
2284,2994494.302,-3263690.766
2285,2990783.653,-3261587.362
2286,2998204.952,-3257381.534
2287,2994494.302,-3261587.362
2288,3007481.577,-3265794.496
2289,3005626.251,-3251075.238
2290,3013047.551,-3267898.554
2291,3011192.226,-3301608.215
2292,3013047.551,-3274212.694
2293,3014902.875,-3278423.762
2294,3013047.551,-3291064.869
2295,3014902.875,-3303717.878
2296,3014902.875,-3310048.865
2297,3016758.2,-3282636.146
2298,3020468.85,-3259484.284
2299,3024179.5,-3253177.01
2300,3029745.475,-3272107.653
2301,3031600.799,-3291064.869
2302,3033456.124,-3263690.766
2303,3037166.773,-3278423.762
2304,3033456.124,-3291064.869
2305,3037166.773,-3310048.865
2306,3040877.424,-3253177.01
2307,3042732.748,-3280529.79
2308,3042732.748,-3312159.86
2309,3044588.073,-3307938.204
2310,3046443.398,-3272107.653
2311,3046443.398,-3310048.865
2312,3048298.723,-3286849.848
2313,3050154.048,-3272107.653
2314,3052009.373,-3305827.875
2315,3059430.672,-3255279.109
2316,3059430.672,-3299498.882
2317,3063141.322,-3278423.762
2318,3064996.646,-3278423.762
2319,3064996.646,-3305827.875
2320,3068707.297,-3253177.01
2321,3066851.971,-3272107.653
2322,3066851.971,-3301608.215
2323,3068707.297,-3265794.496
2324,3070562.621,-3312159.86
2325,3070562.621,-3253177.01
2326,3074273.271,-3272107.653
2327,3074273.271,-3288957.194
2328,3079839.246,-3248973.79
2329,3081694.57,-3257381.534
2330,3079839.246,-3265794.496
2331,3081694.57,-3312159.86
2332,3083549.895,-3263690.766
2333,3083549.895,-3286849.848
2334,3083549.895,-3295281.214
2335,3089115.87,-3255279.109
2336,3085405.22,-3276318.064
2337,3089115.87,-3251075.238
2338,3089115.87,-3253177.01
2339,3090971.195,-3274212.694
2340,3089115.87,-3307938.204
2341,3094681.844,-3288957.194
2342,3094681.844,-3307938.204
2343,3100247.819,-3255279.109
2344,3098392.493,-3267898.554
2345,3098392.493,-3280529.79
2346,3100247.819,-3251075.238
2347,3098392.493,-3253177.01
2348,3102103.144,-3270002.94
2349,3105813.793,-3267898.554
2350,3107669.118,-3251075.238
2351,3107669.118,-3278423.762
2352,3107669.118,-3305827.875
2353,3107669.118,-3312159.86
2354,3109524.442,-3253177.01
2355,3109524.442,-3255279.109
2356,3111379.768,-3255279.109
2357,3111379.768,-3286849.848
2358,3115090.417,-3255279.109
2359,3116945.742,-3272107.653
2360,3120656.392,-3270002.94
2361,3120656.392,-3276318.064
2362,3120656.392,-3278423.762
2363,3120656.392,-3291064.869
2364,3120656.392,-3307938.204
2365,3122511.717,-3255279.109
2366,3118801.067,-3265794.496
2367,3122511.717,-3259484.284
2368,3126222.366,-3276318.064
2369,3128077.691,-3284742.832
2370,3124367.042,-3310048.865
2371,3126222.366,-3251075.238
2372,3129933.017,-3265794.496
2373,3129933.017,-3301608.215
2374,3131788.341,-3261587.362
2375,3135498.991,-3253177.01
2376,3135498.991,-3261587.362
2377,3135498.991,-3272107.653
2378,3137354.315,-3297389.882
2379,3139209.64,-3288957.194
2380,3137354.315,-3291064.869
2381,3137354.315,-3305827.875
2382,3139209.64,-3253177.01
2383,3139209.64,-3263690.766
2384,3139209.64,-3274212.694
2385,3139209.64,-3280529.79
2386,3139209.64,-3312159.86
2387,3141064.966,-3280529.79
2388,3141064.966,-3301608.215
2389,3142920.29,-3274212.694
2390,3142920.29,-3288957.194
2391,3144775.615,-3255279.109
2392,3144775.615,-3270002.94
2393,3144775.615,-3274212.694
2394,3144775.615,-3282636.146
2395,3148486.264,-3261587.362
2396,3146630.94,-3284742.832
2397,3146630.94,-3291064.869
2398,3146630.94,-3295281.214
2399,3146630.94,-3299498.882
2400,3150341.589,-3270002.94
2401,3150341.589,-3272107.653
2402,3152196.915,-3274212.694
2403,3150341.589,-3278423.762
2404,3152196.915,-3278423.762
2405,3154052.239,-3280529.79
2406,3154052.239,-3291064.869
2407,3157762.889,-3263690.766
2408,3155907.564,-3282636.146
2409,3157762.889,-3259484.284
2410,3159618.213,-3307938.204
2411,3157762.889,-3251075.238
2412,3159618.213,-3255279.109
2413,3159618.213,-3274212.694
2414,3161473.539,-3270002.94
2415,3161473.539,-3278423.762
2416,3163328.864,-3291064.869
2417,3163328.864,-3263690.766
2418,3165184.188,-3310048.865
2419,3167039.513,-3278423.762
2420,3167039.513,-3297389.882
2421,3168894.838,-3286849.848
2422,3170750.162,-3255279.109
2423,3170750.162,-3259484.284
2424,3170750.162,-3261587.362
2425,3170750.162,-3270002.94
2426,3170750.162,-3301608.215
2427,3172605.488,-3261587.362
2428,3172605.488,-3265794.496
2429,3172605.488,-3278423.762
2430,3172605.488,-3293172.876
2431,3172605.488,-3297389.882
2432,3174460.813,-3253177.01
2433,3174460.813,-3284742.832
2434,3174460.813,-3303717.878
2435,3176316.137,-3312159.86
2436,3178171.462,-3261587.362
2437,3178171.462,-3272107.653
2438,3180026.787,-3288957.194
2439,3180026.787,-3253177.01
2440,3183737.437,-3257381.534
2441,3180026.787,-3265794.496
2442,3180026.787,-3276318.064
2443,3180026.787,-3312159.86
2444,3181882.111,-3257381.534
2445,3181882.111,-3280529.79
2446,3181882.111,-3312159.86
2447,3183737.437,-3297389.882
2448,3185592.762,-3259484.284
2449,3185592.762,-3261587.362
2450,3185592.762,-3288957.194
2451,3185592.762,-3293172.876
2452,3185592.762,-3303717.878
2453,3185592.762,-3305827.875
2454,3185592.762,-3312159.86
2455,3187448.086,-3280529.79
2456,3187448.086,-3293172.876
2457,3189303.411,-3255279.109
2458,3191158.736,-3267898.554
2459,3191158.736,-3278423.762
2460,3193014.061,-3274212.694
2461,3194869.386,-3303717.878
2462,3194869.386,-3288957.194
2463,3196724.711,-3257381.534
