Year,Lat,Lon,Lepto_Y_N
2019,-30.648483,29.677117,Leptocybe
2019,-30.538489,29.666347,Leptocybe
2020,-29.88914804,29.92766445,Leptocybe
2020,-26.571992,30.741104,Leptocybe
2020,-26.569071,30.76494,Leptocybe
2020,-26.568748,30.763462,Leptocybe
2020,-29.64987679,29.6002523,Leptocybe
2020,-26.875804,30.39209,Leptocybe
2020,-27.070128,30.567172,Leptocybe
2020,-26.98404066,30.63629464,Leptocybe
2020,-28.97919946,30.61534672,Leptocybe
2020,-30.592615,29.871751,Leptocybe
2020,-26.92025003,30.6777009,Leptocybe
2020,-27.06293881,30.82011139,Leptocybe
2020,-28.99867564,30.7227572,Leptocybe
2020,-31.582625,28.399043,Leptocybe
2020,-27.71413127,30.73985456,Leptocybe
2020,-26.14387635,30.38964939,Leptocybe
2020,-29.10805,30.63776667,Leptocybe
2020,-23.816077,30.064387,Leptocybe
2020,-31.583577,28.405634,Leptocybe
2020,-31.405816,28.569549,Leptocybe
2020,-26.98717268,30.56642196,Leptocybe
2020,-27.346455,30.684589,Leptocybe
2020,-25.90401888,31.10934037,Leptocybe
2020,-30.584287,29.70937,Leptocybe
2020,-25.82965452,31.07062906,Leptocybe
2020,-26.89670135,30.70541826,Leptocybe
2020,-23.795149,30.05938,Leptocybe
2020,-27.52795556,30.64451111,Leptocybe
2020,-30.557425,29.682465,Leptocybe
2020,-26.93926108,30.67599596,Leptocybe
2020,-26.97220481,30.69310986,Leptocybe
2020,-30.362977,29.837493,Leptocybe
2020,-30.18178259,29.99131633,Leptocybe
2020,-23.756103,30.162372,Leptocybe
2020,-29.918869,29.826463,Leptocybe
2020,-25.90962627,30.39981043,Leptocybe
2020,-29.33517483,30.16584782,Leptocybe
2020,-29.961457,29.780832,Leptocybe
2020,-30.60426,29.842989,Leptocybe
2020,-29.41501667,30.148775,Leptocybe
2020,-31.438597,28.5071,Leptocybe
2020,-30.584865,29.673256,Leptocybe
2020,-30.571167,29.776756,Leptocybe
2020,-23.766185,30.152579,Leptocybe
2020,-26.50958118,30.70795186,Leptocybe
2020,-30.597443,29.636115,Leptocybe
2020,-30.5968,29.8737,Leptocybe
2020,-29.92476175,30.18238384,Leptocybe
2020,-27.133231,30.987912,Leptocybe
2020,-29.24071295,30.59136781,Leptocybe
2020,-29.949292,29.801111,Leptocybe
2020,-27.197211,30.994826,Leptocybe
2020,-30.550669,29.740619,Leptocybe
2020,-23.822605,30.095668,Leptocybe
2020,-30.38366375,30.35697718,Leptocybe
2020,-29.3548376,30.3819963,Leptocybe
2020,-26.68600242,30.3908026,Leptocybe
2020,-23.775068,30.200568,Leptocybe
2020,-30.60426,29.842989,Leptocybe
2020,-27.122217,30.971526,Leptocybe
2020,-25.51271173,30.83068259,Leptocybe
2020,-28.5466639,32.2051261,Leptocybe
2020,-28.56611383,32.09753324,Leptocybe
2020,-23.709059,30.114176,Leptocybe
2020,-29.82699444,30.19245278,Leptocybe
2020,-29.26413177,30.39722246,Leptocybe
2020,-31.401117,28.573832,Leptocybe
2020,-29.92819547,30.29778881,Leptocybe
2020,-29.40329098,30.24590261,Leptocybe
2020,-29.48650458,30.55301092,Leptocybe
2021,-31.46589429,28.5218887,Leptocybe
2021,-31.45794894,28.55197733,Leptocybe
2021,-31.42263313,28.57377236,Leptocybe
2021,-31.38978576,28.60326714,Leptocybe
2021,-31.41618056,28.75796158,Leptocybe
2021,-31.42187272,28.75571512,Leptocybe
2021,-30.61490278,29.65707028,Leptocybe
2021,-29.091385,30.80261,Leptocybe
2021,-29.197738,30.690373,Leptocybe
2021,-28.98145101,30.66535316,Leptocybe
2021,-29.10805556,30.63722222,Leptocybe
2021,-29.846209,30.228084,Leptocybe
2021,-29.086747,30.804974,Leptocybe
2021,-29.39064149,30.25545598,Leptocybe
2021,-29.43769424,30.13945273,Leptocybe
2021,-29.149,30.499,Leptocybe
2021,-29.042,29.484,Leptocybe
2021,-29.102381,30.530149,Leptocybe
2021,-23.71016158,30.11488888,Leptocybe
2021,-23.67785254,30.12059623,Leptocybe
2021,-23.70890772,30.11109929,Leptocybe
2021,-23.71465107,30.10756496,Leptocybe
2021,-23.75873099,30.07240832,Leptocybe
2021,-23.76190585,30.08103537,Leptocybe
2021,-23.83104517,30.09553141,Leptocybe
2021,-23.7954946,30.08267786,Leptocybe
2021,-23.8028572,30.07312011,Leptocybe
2021,-23.88904543,30.04752394,Leptocybe
2021,-23.9387052,30.07584384,Leptocybe
2021,-23.88811602,30.03686951,Leptocybe
2021,-23.89646393,30.0392231,Leptocybe
2021,-26.604,30.762,Leptocybe
2021,-25.75420164,30.79164652,Leptocybe
2021,-25.85303184,31.00743155,Leptocybe
2021,-25.62945586,30.82058003,Leptocybe
2021,-27.0717711,30.56258711,Leptocybe
2021,-26.698,30.746,Leptocybe
2021,-26.97124469,30.95673417,Leptocybe
2021,-26.99937082,30.57020236,Leptocybe
2021,-26.742082,30.588634,Leptocybe
2021,-26.735277,30.610398,Leptocybe
2021,-26.939,30.847,Leptocybe
2021,-26.919429,30.846582,Leptocybe
2021,-26.945,30.848,Leptocybe
2021,-26.575358,30.787704,Leptocybe
2021,-27.03969785,30.82868706,Leptocybe
2021,-27.12658496,30.9670393,Leptocybe
2021,-26.04534048,30.29627421,Leptocybe
2021,-26.764015,30.549044,Leptocybe
2021,-26.600259,30.739337,Leptocybe
2021,-27.2989768,30.7683633,Leptocybe
2021,-27.20611153,31.00326036,Leptocybe
2021,-26.8133,30.61254,Leptocybe
2021,-26.97589639,30.82151954,Leptocybe
2021,-26.36360282,30.62610025,Leptocybe
2021,-26.1965933,30.71947592,Leptocybe
2021,-27.329,30.744,Leptocybe
2021,-27.4948925,30.6429391,Leptocybe
2021,-27.5077147,30.6790916,Leptocybe
2021,-27.5211891,30.6355386,Leptocybe
2021,-27.714896,30.7401863,Leptocybe
2021,-27.312,30.728,Leptocybe
2021,-27.32104742,30.72386774,Leptocybe
2021,-27.36183428,30.89284002,Leptocybe
2021,-29.77528999,29.7398383,Leptocybe
2021,-29.88880379,29.76221962,Leptocybe
2021,-29.991,29.787,Leptocybe
2021,-29.62850171,29.58326022,Leptocybe
2021,-30.626496,29.68141735,Leptocybe
2021,-30.57082221,29.68481621,Leptocybe
2021,-30.59500548,29.63273674,Leptocybe
2021,-30.58981345,29.636219,Leptocybe
2021,-30.561186,29.67618655,Leptocybe
2021,-28.559,32.185,Leptocybe
2021,-28.54412285,32.13510435,Leptocybe
